st,city,population,violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
Missouri,Blackburn,251,0,0,0,0,0
Missouri,Bloomfield,1901,10,16,4,12,0
Missouri,Blue Springs,53792,59,1537,203,1234,100
Missouri,Bolivar,10630,66,564,92,446,26
Missouri,Bonne Terre,7058,3,47,12,32,3
Missouri,Boonville,8392,22,277,27,242,8
Missouri,Bourbon,1627,11,50,9,40,1
Missouri,Bowling Green,5550,6,136,19,115,2
Missouri,Branson,11517,82,1529,222,1226,81
Missouri,Branson West,446,8,95,2,92,1
Missouri,Braymer,841,0,2,0,2,0
Missouri,Breckenridge Hills,4714,26,150,41,97,12
Missouri,Brentwood,8041,17,333,12,303,18
Missouri,Bridgeton,11842,70,877,77,761,39
Missouri,Brookfield,4322,10,130,33,93,4
Missouri,Bucklin,442,1,4,1,1,2
Missouri,Buckner,3070,4,67,21,41,5
Missouri,Buffalo,3028,5,132,21,107,4
Missouri,Butler,4105,16,156,19,129,8
Missouri,Butterfield Village,462,1,1,1,0,0
Missouri,Byrnes Mill,2845,6,16,7,8,1
Missouri,Cabool,2121,9,52,13,38,1
Missouri,California,4380,5,92,26,56,10
Missouri,Calverton Park,1286,6,15,7,6,2
Missouri,Camden,186,0,2,1,1,0
Missouri,Camden Point,534,0,1,1,0,0
Missouri,Camdenton,3869,23,147,20,117,10
Missouri,Cameron,9719,40,154,27,120,7
Missouri,Campbell,1938,2,85,22,60,3
Missouri,Canalou,310,0,1,1,0,0
Missouri,Canton,2366,16,39,14,24,1
Missouri,Cape Girardeau,39439,210,1949,312,1535,102
Missouri,Cardwell,694,9,8,2,6,0
Missouri,Carl Junction,7709,2,128,43,75,10
Missouri,Carrollton,3637,15,53,19,31,3
Missouri,Carterville,1841,3,40,8,29,3
Missouri,Carthage,14234,33,525,76,429,20
Missouri,Caruthersville,5931,84,221,94,116,11
Missouri,Cassville,3288,23,214,27,184,3
Missouri,Center,509,0,1,0,1,0
Missouri,Centralia,4210,9,70,13,54,3
Missouri,Charlack,1372,10,35,15,18,2
Missouri,Charleston,5906,48,118,32,76,10
Missouri,Chesterfield,47848,35,811,60,729,22
Missouri,Chillicothe,9520,43,170,39,124,7
Missouri,Clarkton,1243,8,21,9,11,1
Missouri,Claycomo,1479,5,61,12,42,7
Missouri,Clayton,15868,23,281,24,239,18
Missouri,Cleveland,663,0,4,1,3,0
Missouri,Clever,2503,10,13,3,10,0
Missouri,Clinton,9018,39,481,127,327,27
Missouri,Cole Camp,1110,2,30,11,18,1
Missouri,Columbia,118911,600,3635,839,2570,226
Missouri,Concordia,2374,5,35,5,21,9
Missouri,Conway,775,2,9,1,7,1
Missouri,Cooter,441,3,0,0,0,0
Missouri,Corder,395,0,0,0,0,0
Missouri,Cottleville,4104,3,18,0,18,0
Missouri,Country Club Hills,1270,13,70,31,34,5
Missouri,Country Club Village,2480,3,16,2,14,0
Missouri,Crane,1374,2,29,13,16,0
Missouri,Creighton,341,0,0,0,0,0
Missouri,Crestwood,11961,12,319,18,290,11
Missouri,Creve Coeur,17877,17,250,28,208,14
Missouri,Crocker,1071,2,41,13,27,1
Missouri,Crystal City,4835,25,206,20,183,3
Missouri,Crystal Lakes,348,0,6,4,2,0
Missouri,Cuba,3393,9,121,16,96,9
Missouri,Curryville,228,0,0,0,0,0
Missouri,Delta,438,0,0,0,0,0
Missouri,Desloge,4886,13,331,29,293,9
Missouri,De Soto,6487,14,209,19,185,5
Missouri,Des Peres,8573,12,389,18,366,5
Missouri,Dexter,7992,13,232,29,197,6
Missouri,Diamond,928,1,13,2,10,1
Missouri,Dixon,1501,7,38,8,29,1
Missouri,Doniphan,2003,33,133,12,117,4
Missouri,Doolittle,605,0,5,0,5,0
Missouri,Drexel,954,1,23,3,18,2
Missouri,Duenweg,1300,1,43,7,35,1
Missouri,Duquesne,1727,7,60,11,45,4
Missouri,East Lynne,304,0,0,0,0,0
Missouri,Easton,240,0,0,0,0,0
Missouri,Edgar Springs,203,0,0,0,0,0
Missouri,Edgerton,573,0,3,0,3,0
Missouri,Edina,1124,4,18,1,16,1
Missouri,Edmundson,837,2,49,2,33,14
Missouri,Eldon,4671,16,158,25,131,2
Missouri,El Dorado Springs,3568,25,200,24,170,6
Missouri,Ellisville,9283,6,171,21,142,8
Missouri,Elsberry,1984,21,44,12,32,0
Missouri,Eminence,589,1,4,1,3,0
Missouri,Emma,239,0,0,0,0,0
Missouri,Essex,459,3,4,2,2,0
Missouri,Eureka,10626,11,222,28,188,6
Missouri,Everton,299,0,0,0,0,0
Missouri,Excelsior Springs,11584,20,365,69,285,11
Missouri,Exeter,769,0,0,0,0,0
Missouri,Fair Grove,1451,12,31,9,20,2
Missouri,Fair Play,462,1,9,2,6,1
Missouri,Fairview,382,0,0,0,0,0
Missouri,Farmington,18321,109,638,52,567,19
Missouri,Fayette,2713,10,25,7,17,1
Missouri,Ferguson,21059,190,1005,366,520,119
Missouri,Ferrelview,464,6,1,1,0,0
Missouri,Festus,11953,73,242,34,194,14
Missouri,Fleming,124,0,0,0,0,0
Missouri,Flordell Hills,815,15,45,19,23,3
Missouri,Florissant,52310,138,1156,181,899,76
Missouri,Foley,167,0,0,0,0,0
Missouri,Fordland,803,5,29,7,22,0
Missouri,Foristell,516,5,17,2,15,0
Missouri,Forsyth,2435,14,95,11,80,4
Missouri,Fredericktown,4078,15,110,14,93,3
Missouri,Freeman,481,0,0,0,0,0
Missouri,Frontenac,3553,6,82,21,57,4
Missouri,Fulton,12887,52,446,80,344,22
Missouri,Gallatin,1747,1,8,1,5,2
Missouri,Garden City,1624,0,38,13,18,7
Missouri,Gerald,1318,1,7,3,4,0
Missouri,Gideon,1035,1,1,0,1,0
Missouri,Gladstone,27141,39,788,146,551,91
Missouri,Glasgow,1106,0,0,0,0,0
Missouri,Glendale,5926,0,105,6,96,3
Missouri,Goodman,1243,2,21,8,8,5
Missouri,Gower,1474,5,30,6,23,1
Missouri,Grain Valley,13328,25,210,29,145,36
Missouri,Granby,2133,1,33,14,13,6
Missouri,Grandview,25491,129,805,185,495,125
Missouri,Greenfield,1313,1,16,6,10,0
Missouri,Greenville,490,1,5,2,3,0
Missouri,Greenwood,5541,6,21,4,13,4
Missouri,Hallsville,1555,6,19,2,16,1
Missouri,Hamilton,1694,2,20,2,17,1
Missouri,Hannibal,17888,83,881,94,759,28
Missouri,Hardin,543,2,5,1,4,0
Missouri,Harrisonville,9971,18,304,50,233,21
Missouri,Hartville,594,1,1,0,1,0
Missouri,Hawk Point,681,0,5,1,4,0
Missouri,Hayti,2790,20,218,38,174,6
Missouri,Hazelwood,25659,88,875,138,663,74
Missouri,Henrietta,362,3,2,0,0,2
Missouri,Herculaneum,3936,11,76,9,63,4
Missouri,Hermann,2365,2,40,16,24,0
Missouri,Higginsville,4641,2,59,11,44,4
Missouri,Highlandville,939,0,3,1,2,0
Missouri,Hillsboro,3062,2,72,11,56,5
Missouri,Hillsdale,1525,16,34,18,10,6
Missouri,Holcomb,613,1,1,0,0,1
Missouri,Holden,2300,6,91,21,65,5
Missouri,Hollister,4496,18,111,20,86,5
Missouri,Holts Summit,3590,7,24,2,21,1
Missouri,Hornersville,641,5,0,0,0,0
Missouri,Houston,2077,11,135,15,118,2
Missouri,Howardville,366,0,1,1,0,0
Missouri,Humansville,1034,0,16,9,6,1
Missouri,Huntsville,1515,2,8,4,4,0
Missouri,Iberia,748,6,20,2,15,3
Missouri,Independence,117639,500,6061,848,4298,915
Missouri,Indian Point,513,0,11,0,11,0
Missouri,Iron Mountain Lake,707,1,1,1,0,0
Missouri,Ironton,1400,0,18,4,13,1
Missouri,Jackson,14905,30,293,35,246,12
Missouri,Jasper,918,5,13,4,9,0
Missouri,Jefferson City,43127,162,1378,178,1153,47
Missouri,Jennings,14738,271,765,183,491,91
Missouri,Jonesburg,733,2,12,4,4,4
Missouri,Joplin,51412,312,3514,510,2679,325
Missouri,Kahoka,2042,1,3,1,2,0
Missouri,Kansas City,473373,6709,21024,4871,12249,3904
Missouri,Kearney,9475,10,86,20,62,4
Missouri,Kennett,10763,113,592,136,449,7
Missouri,Kimberling City,2312,6,27,3,24,0
Missouri,Kimmswick,158,0,3,1,2,0
Missouri,King City,1032,0,3,1,2,0
Missouri,Kinloch,299,21,20,8,9,3
Missouri,Kirksville,17662,52,384,85,295,4
Missouri,Kirkwood,27690,25,499,38,448,13
Missouri,Knob Noster,2811,10,81,20,61,0
Missouri,Laddonia,511,0,4,1,3,0
Missouri,Ladue,8590,4,116,23,87,6
Missouri,La Grange,933,1,1,1,0,0
Missouri,Lake Lotawana,1995,1,51,7,41,3
Missouri,Lake Ozark,1699,2,63,4,59,0
Missouri,Lakeshire,1428,7,13,6,7,0
Missouri,Lake St. Louis,15119,7,292,19,269,4
Missouri,Lake Tapawingo,725,0,16,2,12,2
Missouri,Lake Waukomis,903,0,7,1,6,0
Missouri,Lake Winnebago,1137,0,2,0,2,0
Missouri,Lamar,4402,5,144,36,107,1
Missouri,La Monte,1134,0,0,0,0,0
Missouri,Lanagan,412,0,0,0,0,0
Missouri,La Plata,1346,5,3,1,2,0
Missouri,Lathrop,2003,10,21,7,14,0
Missouri,Laurie,929,3,27,5,20,2
Missouri,Lawson,2411,4,41,18,23,0
Missouri,Leadington,437,3,19,1,15,3
Missouri,Leadwood,1222,11,25,9,15,1
Missouri,Leasburg,336,0,0,0,0,0
Missouri,Lebanon,14682,57,656,85,544,27
Missouri,Lee's Summit,94450,99,1779,216,1460,103
Missouri,Lexington,4573,3,79,15,58,6
Missouri,Liberal,727,0,1,1,0,0
Missouri,Liberty,30668,64,596,155,398,43
Missouri,Licking,3105,6,65,17,44,4
Missouri,Lilbourn,1130,7,40,15,24,1
Missouri,Lincoln,1178,3,25,8,11,6
Missouri,Linn,1434,0,11,2,9,0
Missouri,Linn Creek,244,1,6,0,6,0
Missouri,Lone Jack,1088,0,15,3,9,3
Missouri,Louisiana,3310,9,43,9,32,2
Missouri,Macon,5481,18,135,24,107,4
Missouri,Malden,4162,15,59,14,45,0
Missouri,Manchester,18222,7,325,22,297,6
Missouri,Mansfield,1253,2,76,11,63,2
Missouri,Maplewood,7945,50,663,27,613,23
Missouri,Marble Hill,1514,4,30,4,26,0
Missouri,Marceline,2135,16,45,14,24,7
Missouri,Marionville,2174,12,61,18,39,4
Missouri,Marshall,13032,44,259,33,222,4
Missouri,Marshfield,7049,45,262,38,217,7
Missouri,Marthasville,1147,1,11,0,11,0
Missouri,Martinsburg,308,0,0,0,0,0
Missouri,Maryland Heights,27390,52,558,51,472,35
Missouri,Maryville,12009,28,157,27,121,9
Missouri,Matthews,632,2,14,4,10,0
Missouri,Maysville,1090,0,0,0,0,0
Missouri,Memphis,1840,4,16,1,12,3
Missouri,Merriam Woods,1764,1,6,5,0,1
Missouri,Mexico,11703,29,343,31,297,15
Missouri,Milan,1848,3,17,4,12,1
Missouri,Miller,682,5,3,1,2,0
Missouri,Miner,956,35,54,11,36,7
Missouri,Moberly,13859,18,441,60,368,13
Missouri,Moline Acres,2431,23,104,21,67,16
Missouri,Monett,8941,16,286,60,211,15
Missouri,Monroe City,2467,0,29,8,19,2
Missouri,Montgomery City,2753,13,54,8,43,3
Missouri,Morehouse,919,0,4,1,2,1
Missouri,Moscow Mills,2560,4,27,6,19,2
Missouri,Mound City,1047,0,23,10,12,1
Missouri,Mountain Grove,4652,18,84,14,68,2
Missouri,Mountain View,2667,9,68,9,56,3
Missouri,Mount Vernon,4489,4,155,16,132,7
Missouri,Napoleon,217,0,0,0,0,0
Missouri,Neosho,12205,31,519,101,384,34
Missouri,Nevada,8275,84,588,118,446,24
Missouri,New Bloomfield,681,1,1,1,0,0
Missouri,Newburg,451,0,0,0,0,0
Missouri,New Florence,728,3,28,7,21,0
Missouri,New Franklin,1086,9,9,3,4,2
Missouri,New Haven,2092,5,32,10,21,1
Missouri,New London,978,2,33,2,29,2
Missouri,New Madrid,2991,8,23,4,18,1
Missouri,Niangua,405,0,0,0,0,0
Missouri,Nixa,20946,19,306,17,272,17
Missouri,Noel,1830,11,13,2,9,2
Missouri,Normandy,4977,30,123,27,74,22
Missouri,North Kansas City,4397,17,340,25,256,59
Missouri,Northmoor,329,11,26,4,17,5
Missouri,Northwoods,4193,44,125,25,73,27
Missouri,Oak Grove,7889,5,156,21,123,12
Missouri,Oakland,1379,1,2,0,2,0
Missouri,Oakview Village,395,2,3,1,1,1
Missouri,Odessa,5141,18,102,23,72,7
Missouri,O'Fallon,85063,55,1017,94,898,25
Missouri,Old Monroe,284,0,0,0,0,0
Missouri,Olivette,7868,15,127,44,77,6
Missouri,Oregon,766,0,4,1,3,0
Missouri,Oronogo,2401,2,15,4,9,2
Missouri,Orrick,806,4,2,2,0,0
Missouri,Osage Beach,4406,18,292,45,238,9
Missouri,Osceola,907,4,12,7,5,0
Missouri,Overland,15967,69,537,92,423,22
Missouri,Owensville,2612,2,9,0,9,0
Missouri,Ozark,19110,45,587,67,493,27
Missouri,Pacific,7139,19,128,19,99,10
Missouri,Pagedale,3310,47,111,45,57,9
Missouri,Palmyra,3612,2,115,13,101,1
Missouri,Park Hills,8581,3,210,20,167,23
Missouri,Parkville,6234,5,105,10,90,5
Missouri,Peculiar,4839,12,101,18,78,5
Missouri,Perry,702,0,3,1,2,0
Missouri,Perryville,8434,38,165,22,125,18
Missouri,Pevely,5646,7,141,13,120,8
Missouri,Piedmont,1983,2,33,5,24,4
Missouri,Pierce City,1265,4,33,7,22,4
Missouri,Pilot Grove,759,0,1,0,1,0
Missouri,Pilot Knob,720,1,9,3,6,0
Missouri,Pine Lawn,3462,53,100,37,51,12
Missouri,Pineville,789,0,0,0,0,0
Missouri,Platte City,4854,9,81,6,68,7
Missouri,Platte Woods,402,1,6,2,3,1
Missouri,Plattsburg,2243,10,30,7,23,0
Missouri,Pleasant Hill,8280,3,95,17,76,2
Missouri,Pleasant Hope,610,0,4,4,0,0
Missouri,Pleasant Valley,3079,1,32,11,17,4
Missouri,Polo,535,2,3,1,2,0
Missouri,Poplar Bluff,17289,95,1319,246,1006,67
Missouri,Portageville,3137,0,27,2,25,0
Missouri,Potosi,2673,18,144,22,116,6
Missouri,Purcell,393,0,0,0,0,0
Missouri,Purdy,1098,5,25,10,15,0
Missouri,Puxico,868,2,19,1,17,1
Missouri,Raymore,20141,19,288,20,263,5
Missouri,Raytown,29465,122,1281,227,925,129
Missouri,Reeds Spring,871,0,7,2,5,0
Missouri,Republic,15910,42,333,47,264,22
Missouri,Rich Hill,1336,2,18,6,11,1
Missouri,Richland,1828,4,35,9,24,2
Missouri,Richmond,5601,52,196,31,159,6
Missouri,Richmond Heights,8479,21,557,29,502,26
Missouri,Riverside,3132,11,198,12,168,18
Missouri,Riverview,2835,62,139,53,69,17
Missouri,Rockaway Beach,868,4,15,7,6,2
Missouri,Rock Hill,4645,2,84,9,70,5
Missouri,Rock Port,1235,1,7,0,6,1
Missouri,Rogersville,3368,5,73,18,51,4
Missouri,Rolla,19995,110,693,81,583,29
Missouri,Rosebud,407,0,0,0,0,0
Missouri,Salem,5015,8,168,22,142,4
Missouri,Salisbury,1577,0,12,3,8,1
Missouri,Sarcoxie,1294,3,30,11,16,3
Missouri,Savannah,5142,3,42,14,24,4
Missouri,Scott City,4488,13,101,21,74,6
Missouri,Sedalia,21513,169,1209,211,938,60
Missouri,Seligman,838,3,23,8,13,2
Missouri,Seneca,2407,4,63,10,52,1
Missouri,Seymour,1947,10,41,9,29,3
Missouri,Shelbina,1618,2,33,5,27,1
Missouri,Shrewsbury,6199,2,120,12,102,6
Missouri,Sikeston,16376,179,715,138,558,19
Missouri,Silex,313,0,1,1,0,0
Missouri,Slater,1847,1,33,2,30,1
Missouri,Smithville,9278,5,89,6,78,5
Missouri,Southwest City,964,5,11,4,6,1
Missouri,Springfield,166860,2262,13007,1956,9799,1252
Missouri,St. Ann,12940,81,252,60,176,16
Missouri,St. Charles,68624,124,1716,193,1444,79
Missouri,St. Clair,4695,24,325,34,259,32
Missouri,Steele,2114,47,63,19,41,3
Missouri,Steelville,1727,7,69,15,46,8
Missouri,Ste. Genevieve,4488,17,98,9,83,6
Missouri,Stewartsville,732,0,0,0,0,0
Missouri,St. James,4136,22,104,15,83,6
Missouri,St. John,6466,25,259,41,204,14
Missouri,St. Joseph,77035,397,4534,847,3235,452
Missouri,St. Louis,317095,5762,20028,4202,12680,3146
Missouri,St. Marys,347,0,1,1,0,0
Missouri,Stover,1074,17,26,11,14,1
Missouri,St. Peters,56923,98,1244,81,1125,38
Missouri,Strafford,2373,1,64,9,54,1
Missouri,Strasburg,142,0,2,0,2,0
Missouri,St. Robert,6146,25,374,55,311,8
Missouri,Sturgeon,910,0,3,2,1,0
Missouri,Sugar Creek,3331,26,183,43,113,27
Missouri,Sullivan,7044,16,370,84,268,18
Missouri,Summersville,498,2,13,5,6,2
Missouri,Sunset Hills,8535,16,219,28,186,5
Missouri,Sweet Springs,1480,4,30,6,23,1
Missouri,Tarkio,1481,1,11,0,11,0
Missouri,Thayer,2237,6,34,5,28,1
Missouri,Town and Country,11006,3,149,18,123,8
Missouri,Tracy,223,0,2,0,2,0
Missouri,Trenton,5944,7,158,38,104,16
Missouri,Troy,11542,60,272,25,239,8
Missouri,Truesdale,727,2,26,6,19,1
Missouri,Union,11002,40,462,54,379,29
Missouri,Unionville,1793,4,31,7,24,0
Missouri,University City,35058,211,1343,298,950,95
Missouri,Urbana,404,0,1,0,0,1
Missouri,Van Buren,833,2,20,7,13,0
Missouri,Vandalia,4196,4,44,6,36,2
Missouri,Velda City,1403,21,33,19,8,6
Missouri,Velda Village Hills,1059,3,26,11,6,9
Missouri,Verona,599,0,10,4,6,0
Missouri,Versailles,2435,2,55,4,48,3
Missouri,Viburnum,665,0,14,2,11,1
Missouri,Vienna,596,0,24,5,17,2
Missouri,Vinita Park,1886,10,28,9,17,2
Missouri,Walnut Grove,759,3,12,4,7,1
Missouri,Warrensburg,20236,45,730,134,544,52
Missouri,Warrenton,8109,37,440,40,393,7
Missouri,Warsaw,2110,15,61,8,50,3
Missouri,Warson Woods,1956,3,12,1,11,0
Missouri,Washburn,432,1,2,2,0,0
Missouri,Washington,14030,31,504,48,444,12
Missouri,Waynesville,5478,9,68,12,53,3
Missouri,Weatherby Lake,1828,0,24,4,19,1
Missouri,Webb City,11085,12,464,33,400,31
Missouri,Webster Groves,23236,23,231,50,165,16
Missouri,Wellston,2330,82,120,34,65,21
Missouri,Wellsville,1154,0,8,5,3,0
Missouri,Wentzville,35084,39,481,42,431,8
Missouri,Weston,1731,4,9,1,8,0
Missouri,West Plains,12331,42,576,81,474,21
Missouri,Wheaton,695,0,0,0,0,0
Missouri,Willard,5495,2,78,9,62,7
Missouri,Willow Springs,2144,10,63,12,45,6
Missouri,Winfield,1430,5,7,1,6,0
Missouri,Winona,1317,3,6,0,4,2
Missouri,Wood Heights,700,1,11,4,7,0
Missouri,Woodson Terrace,4071,20,135,25,79,31
Missouri,Wright City,3476,5,43,11,31,1
Montana,Baker,1955,1,19,2,16,1
Montana,Belgrade,7882,31,191,22,152,17
Montana,Billings,109997,484,5176,600,3824,752
Montana,Boulder,1207,12,14,2,12,0
Montana,Bozeman,42826,114,1115,81,955,79
Montana,Bridger,738,3,2,0,1,1
Montana,Colstrip,2339,1,13,0,13,0
Montana,Columbia Falls,4983,9,134,11,119,4
Montana,Columbus,2021,2,33,3,27,3
Montana,Conrad,2609,6,30,4,23,3
Montana,Cut Bank,3025,12,77,15,57,5
Montana,Deer Lodge,2996,13,94,2,89,3
Montana,Dillon,4244,6,23,2,20,1
Montana,East Helena,2071,2,11,0,9,2
Montana,Eureka,1088,1,14,2,11,1
Montana,Fort Benton,1497,3,25,4,20,1
Montana,Glasgow,3413,4,55,1,48,6
Montana,Glendive,5524,21,142,33,99,10
Montana,Great Falls,59252,153,2666,348,2196,122
Montana,Hamilton,4652,26,160,15,139,6
Montana,Havre,9873,61,407,30,346,31
Montana,Helena,30363,194,1253,142,1046,65
Montana,Hot Springs,553,5,7,2,3,2
Montana,Kalispell,21932,57,1464,158,1211,95
Montana,Laurel,6988,13,169,14,146,9
Montana,Lewistown,5856,34,122,16,96,10
Montana,Libby,2659,6,104,7,93,4
Montana,Livingston,7303,21,214,23,173,18
Montana,Manhattan,1585,4,10,0,10,0
Montana,Miles City,8851,12,205,12,186,7
Montana,Missoula,70553,372,3167,390,2635,142
Montana,Plains,1072,2,20,2,17,1
Montana,Polson,4634,23,308,48,244,16
Montana,Red Lodge,2237,4,55,7,47,1
Montana,Ronan City,1942,22,85,12,63,10
Montana,Sidney,6817,37,105,17,76,12
Montana,Stevensville,1925,21,20,1,18,1
Montana,St. Ignatius,853,2,8,3,2,3
Montana,Thompson Falls,1343,6,33,3,26,4
Montana,Troy,940,3,21,5,15,1
Montana,West Yellowstone,1335,0,17,0,15,2
Montana,Whitefish,6997,11,210,19,185,6
Montana,Wolf Point,2891,15,84,15,61,8
Nebraska,Alliance,8529,11,171,32,138,1
Nebraska,Ashland,2560,2,11,0,11,0
Nebraska,Aurora,4468,12,35,9,24,2
Nebraska,Bayard,1141,0,6,1,5,0
Nebraska,Beatrice,11965,66,383,58,312,13
Nebraska,Bellevue,54595,74,992,147,749,96
Nebraska,Bennington,1488,2,8,2,6,0
Nebraska,Blair,7981,10,117,16,97,4
Nebraska,Broken Bow,3464,5,31,2,29,0
Nebraska,Central City,2879,4,55,13,41,1
Nebraska,Chadron,5748,16,143,24,104,15
Nebraska,Columbus,22735,27,362,60,283,19
Nebraska,Cozad,3892,4,50,9,39,2
Nebraska,Crete ,7045,15,185,27,154,4
Nebraska,Fairbury,3771,16,132,12,103,17
Nebraska,Falls City ,4192,3,35,3,27,5
Nebraska,Fremont,26521,75,526,81,421,24
Nebraska,Gering,8335,5,114,25,88,1
Nebraska,Gothenburg,3534,2,56,15,39,2
Nebraska,Grand Island,51861,121,1497,214,1201,82
Nebraska,Hastings,24849,62,801,123,640,38
Nebraska,Holdrege,5512,9,128,12,112,4
Nebraska,Imperial,2074,5,24,6,16,2
Nebraska,Kearney,32885,106,756,100,623,33
Nebraska,Kimball,2403,4,3,0,3,0
Nebraska,La Vista,18049,23,211,25,167,19
Nebraska,Lexington,10122,18,241,22,202,17
Nebraska,Lincoln,276585,1025,9033,1328,7344,361
Nebraska,Madison,2374,2,11,5,6,0
Nebraska,McCook,7590,10,199,30,165,4
Nebraska,Minden,3055,3,47,13,32,2
Nebraska,Nebraska City,7257,8,153,40,102,11
Nebraska,Norfolk,24490,30,590,72,497,21
Nebraska,North Platte,24231,60,969,135,781,53
Nebraska,Ogallala,4560,10,160,17,134,9
Nebraska,Omaha,452252,2329,16261,2160,11558,2543
Nebraska,O'Neill,3651,2,15,0,13,2
Nebraska,Ord ,2078,5,31,19,12,0
Nebraska,Papillion,24355,18,383,32,342,9
Nebraska,Plainview,1221,1,3,0,3,0
Nebraska,Plattsmouth,6484,0,156,19,127,10
Nebraska,Ralston,7581,6,161,20,124,17
Nebraska,Scottsbluff,14825,44,586,76,486,24
Nebraska,Scribner,841,2,1,0,1,0
Nebraska,Seward,7165,4,54,3,50,1
Nebraska,Sidney,6960,42,162,49,112,1
Nebraska,South Sioux City ,13357,18,447,17,399,31
Nebraska,Superior,1887,4,33,5,27,1
Nebraska,Valentine,2797,8,33,2,25,6
Nebraska,Valley,2120,2,54,11,37,6
Nebraska,Wahoo,4475,3,49,2,36,11
Nebraska,West Point,3320,5,5,1,4,0
Nebraska,Wilber,1864,1,30,3,25,2
Nebraska,York,8008,0,170,16,149,5
Nevada,Boulder City,15481,13,147,39,96,12
Nevada,Carlin,2364,21,24,8,11,5
Nevada,Elko,20817,85,810,250,506,54
Nevada,Fallon,8292,38,337,39,288,10
Nevada,Henderson,282554,476,5349,1356,3463,530
Nevada,Las Vegas Metropolitan Police Department,1562134,14383,46791,14876,24010,7905
Nevada,Lovelock,1904,12,60,17,42,1
Nevada,Mesquite,17412,34,279,54,202,23
Nevada,North Las Vegas,234386,2130,5331,1772,2590,969
Nevada,Reno,239721,1419,7531,1440,5070,1021
Nevada,Sparks,95815,359,2658,657,1731,270
Nevada,West Wendover,4449,23,140,76,57,7
Nevada,Winnemucca,8144,18,186,32,145,9
Nevada,Yerington,3026,2,20,3,15,2
New Hampshire,Alstead,1924,1,9,5,1,3
New Hampshire,Alton,5309,13,62,16,45,1
New Hampshire,Amherst,11281,6,186,10,172,4
New Hampshire,Antrim,2659,9,28,8,19,1
New Hampshire,Ashland,2076,1,38,4,31,3
New Hampshire,Atkinson,6853,2,23,2,19,2
New Hampshire,Auburn,5303,3,57,11,42,4
New Hampshire,Barnstead,4596,7,55,17,36,2
New Hampshire,Barrington,8814,5,61,19,41,1
New Hampshire,Bedford,21808,22,425,22,399,4
New Hampshire,Belmont,7283,18,208,31,170,7
New Hampshire,Bennington,1475,4,24,5,16,3
New Hampshire,Berlin,9376,29,218,63,147,8
New Hampshire,Bethlehem,2566,3,24,7,15,2
New Hampshire,Boscawen,3934,6,36,4,26,6
New Hampshire,Bow,7711,4,66,38,27,1
New Hampshire,Bradford,1660,0,10,2,8,0
New Hampshire,Brentwood,4793,4,25,12,11,2
New Hampshire,Bristol,3071,7,39,7,31,1
New Hampshire,Brookline,5191,4,26,7,17,2
New Hampshire,Campton,3327,7,41,16,24,1
New Hampshire,Candia,3926,1,58,20,36,2
New Hampshire,Canterbury,2389,0,19,5,12,2
New Hampshire,Carroll,752,3,39,12,27,0
New Hampshire,Center Harbor,1101,1,20,7,13,0
New Hampshire,Charlestown,4990,5,37,1,33,3
New Hampshire,Claremont,13009,20,319,32,278,9
New Hampshire,Colebrook,2192,1,29,4,21,4
New Hampshire,Concord,42389,102,879,133,727,19
New Hampshire,Conway,9953,34,369,27,339,3
New Hampshire,Dalton,919,0,4,1,3,0
New Hampshire,Danville,4486,3,30,3,26,1
New Hampshire,Deerfield,4420,8,37,10,26,1
New Hampshire,Deering,1927,1,19,2,15,2
New Hampshire,Derry,33387,49,591,104,453,34
New Hampshire,Dover,30828,36,515,47,458,10
New Hampshire,Dublin,1560,5,33,10,20,3
New Hampshire,Dunbarton,2793,1,31,8,22,1
New Hampshire,Durham,16052,12,73,9,60,4
New Hampshire,Effingham,1554,1,26,12,13,1
New Hampshire,Enfield,4578,10,22,4,18,0
New Hampshire,Epping,6880,10,163,21,133,9
New Hampshire,Epsom,4642,6,53,10,42,1
New Hampshire,Exeter,14617,14,85,14,68,3
New Hampshire,Farmington,6843,24,104,26,71,7
New Hampshire,Franconia,1127,4,22,4,16,2
New Hampshire,Freedom,1487,0,17,10,7,0
New Hampshire,Fremont,4569,1,31,8,19,4
New Hampshire,Gilford,7149,7,140,19,113,8
New Hampshire,Gilmanton,3769,0,22,8,14,0
New Hampshire,Goffstown,18048,21,293,67,215,11
New Hampshire,Gorham,2674,3,68,4,63,1
New Hampshire,Grantham,2955,2,10,1,9,0
New Hampshire,Greenland,3881,1,25,2,23,0
New Hampshire,Hampstead,8607,2,43,10,31,2
New Hampshire,Hampton,15280,17,207,24,173,10
New Hampshire,Hampton Falls,2314,4,17,3,14,0
New Hampshire,Hancock,1639,1,7,1,5,1
New Hampshire,Hanover,11410,12,120,7,113,0
New Hampshire,Haverhill,4647,9,174,34,136,4
New Hampshire,Henniker,4854,8,42,16,25,1
New Hampshire,Hillsborough,5894,11,70,16,52,2
New Hampshire,Hinsdale,3933,17,133,11,118,4
New Hampshire,Holderness,2107,2,17,5,11,1
New Hampshire,Hollis,7790,3,47,6,37,4
New Hampshire,Hooksett,13853,15,289,37,240,12
New Hampshire,Hopkinton,5606,8,27,6,20,1
New Hampshire,Hudson,24849,34,321,45,261,15
New Hampshire,Jackson,811,1,13,5,8,0
