geoid,county,st,pct_travel_60_min,pct_bach_higher,pct_masters_higher,med_hh_inc
0500000US30037,Golden Valley County,Montana,13.608,20.348,4.348,40938
0500000US30039,Granite County,Montana,12.758,25.835,9.698,48512
0500000US30041,Hill County,Montana,1.236,23.168,6.862,44633
0500000US30043,Jefferson County,Montana,5.386,32.638,9.584,60842
0500000US30045,Judith Basin County,Montana,5.700,29.948,4.849,44602
0500000US30047,Lake County,Montana,4.788,24.409,8.766,38732
0500000US30049,Lewis and Clark County,Montana,2.715,38.010,13.738,56197
0500000US30051,Liberty County,Montana,1.405,21.638,2.929,47768
0500000US30053,Lincoln County,Montana,8.383,19.375,6.456,35275
0500000US30055,McCone County,Montana,1.770,17.485,1.917,40750
0500000US30057,Madison County,Montana,12.769,26.443,7.664,46250
0500000US30059,Meagher County,Montana,5.075,23.329,4.552,41641
0500000US30061,Mineral County,Montana,5.785,13.069,3.299,36031
0500000US30063,Missoula County,Montana,2.727,40.723,15.296,46164
0500000US30065,Musselshell County,Montana,21.524,16.774,6.108,39517
0500000US30067,Park County,Montana,9.732,35.044,11.786,43932
0500000US30069,Petroleum County,Montana,9.091,20.580,8.116,43750
0500000US30071,Phillips County,Montana,10.588,19.259,3.973,36071
0500000US30073,Pondera County,Montana,3.679,22.148,4.705,42264
0500000US30075,Powder River County,Montana,5.578,24.431,4.704,46346
0500000US30077,Powell County,Montana,6.522,19.277,7.171,40000
0500000US30079,Prairie County,Montana,1.620,15.743,5.743,42383
0500000US30081,Ravalli County,Montana,6.831,24.361,7.715,39480
0500000US30083,Richland County,Montana,6.714,16.474,5.120,65084
0500000US30085,Roosevelt County,Montana,3.927,13.476,3.457,32974
0500000US30087,Rosebud County,Montana,2.212,19.799,4.967,51159
0500000US30089,Sanders County,Montana,6.760,16.419,3.563,32257
0500000US30091,Sheridan County,Montana,2.829,21.323,3.478,50664
0500000US30093,Silver Bow County,Montana,3.196,24.636,7.851,37749
0500000US30095,Stillwater County,Montana,11.560,23.706,8.548,58259
0500000US30097,Sweet Grass County,Montana,11.588,25.166,5.181,50588
0500000US30099,Teton County,Montana,5.996,23.260,6.771,46360
0500000US30101,Toole County,Montana,2.115,13.420,2.976,44804
0500000US30103,Treasure County,Montana,6.494,18.910,4.259,41103
0500000US30105,Valley County,Montana,7.897,19.374,5.235,49141
0500000US30107,Wheatland County,Montana,3.294,18.048,4.078,32723
0500000US30109,Wibaux County,Montana,14.146,20.028,3.616,38553
0500000US30111,Yellowstone County,Montana,3.452,28.479,8.421,52802
0500000US31001,Adams County,Nebraska,2.131,22.986,8.041,50635
0500000US31003,Antelope County,Nebraska,2.441,17.699,4.900,45609
0500000US31005,Arthur County,Nebraska,2.685,32.653,5.442,39375
0500000US31007,Banner County,Nebraska,4.408,17.384,6.061,48897
0500000US31009,Blaine County,Nebraska,9.406,18.329,4.313,48875
0500000US31011,Boone County,Nebraska,4.327,16.586,5.099,50306
0500000US31013,Box Butte County,Nebraska,1.674,15.860,4.600,51691
0500000US31015,Boyd County,Nebraska,3.350,18.058,3.598,40224
0500000US31017,Brown County,Nebraska,2.839,16.334,6.153,36078
0500000US31019,Buffalo County,Nebraska,2.160,32.694,9.591,53624
0500000US31021,Burt County,Nebraska,8.114,17.007,4.742,47429
0500000US31023,Butler County,Nebraska,5.534,15.227,3.981,51027
0500000US31025,Cass County,Nebraska,4.879,25.114,8.237,65619
0500000US31027,Cedar County,Nebraska,3.684,17.668,4.552,52250
0500000US31029,Chase County,Nebraska,2.425,18.247,3.570,52422
0500000US31031,Cherry County,Nebraska,3.383,19.730,5.187,48750
0500000US31033,Cheyenne County,Nebraska,1.550,23.431,5.790,53814
0500000US31035,Clay County,Nebraska,4.778,19.006,4.854,51470
0500000US31037,Colfax County,Nebraska,3.225,13.374,3.828,51367
0500000US31039,Cuming County,Nebraska,2.699,18.842,4.510,50013
0500000US31041,Custer County,Nebraska,3.871,21.004,6.436,46468
0500000US31043,Dakota County,Nebraska,2.094,11.161,3.589,49786
0500000US31045,Dawes County,Nebraska,5.144,33.231,13.709,41038
0500000US31047,Dawson County,Nebraska,5.777,14.897,5.166,48329
0500000US31049,Deuel County,Nebraska,6.835,17.269,5.780,50962
0500000US31051,Dixon County,Nebraska,3.675,18.289,5.736,51223
0500000US31053,Dodge County,Nebraska,4.225,18.893,5.452,49068
0500000US31055,Douglas County,Nebraska,2.154,37.101,12.863,54659
0500000US31057,Dundy County,Nebraska,3.785,19.648,6.056,42500
0500000US31059,Fillmore County,Nebraska,4.265,18.458,4.985,52316
0500000US31061,Franklin County,Nebraska,6.156,18.706,4.108,45905
0500000US31063,Frontier County,Nebraska,4.795,18.293,6.504,49634
0500000US31065,Furnas County,Nebraska,2.373,17.321,3.349,39934
0500000US31067,Gage County,Nebraska,3.812,19.689,5.540,50010
0500000US31069,Garden County,Nebraska,6.889,23.521,7.221,45845
0500000US31071,Garfield County,Nebraska,2.230,16.191,4.351,43179
0500000US31073,Gosper County,Nebraska,4.024,19.410,4.889,54375
0500000US31075,Grant County,Nebraska,17.711,20.381,4.381,44750
0500000US31077,Greeley County,Nebraska,9.340,14.393,3.656,42904
0500000US31079,Hall County,Nebraska,2.827,18.336,5.920,49252
0500000US31081,Hamilton County,Nebraska,2.967,25.235,6.960,59311
0500000US31083,Harlan County,Nebraska,4.815,16.124,3.733,46766
0500000US31085,Hayes County,Nebraska,5.543,19.727,4.591,44500
0500000US31087,Hitchcock County,Nebraska,3.701,15.093,5.894,39231
0500000US31089,Holt County,Nebraska,3.003,20.936,6.035,46728
0500000US31091,Hooker County,Nebraska,8.081,23.077,6.960,37317
0500000US31093,Howard County,Nebraska,4.755,19.162,4.256,50030
0500000US31095,Jefferson County,Nebraska,5.789,13.689,3.686,43008
0500000US31097,Johnson County,Nebraska,9.096,14.693,3.859,45429
0500000US31099,Kearney County,Nebraska,2.975,24.120,7.328,51934
0500000US31101,Keith County,Nebraska,5.215,20.733,6.576,41781
0500000US31103,Keya Paha County,Nebraska,4.000,15.527,3.327,38625
0500000US31105,Kimball County,Nebraska,5.344,17.445,5.853,40242
0500000US31107,Knox County,Nebraska,3.730,19.104,5.787,45411
0500000US31109,Lancaster County,Nebraska,2.790,36.723,12.815,51830
0500000US31111,Lincoln County,Nebraska,1.754,19.954,5.712,50194
0500000US31113,Logan County,Nebraska,9.091,22.028,3.322,48281
0500000US31115,Loup County,Nebraska,8.837,18.616,4.057,55417
0500000US31117,McPherson County,Nebraska,30.952,24.465,5.810,54306
0500000US31119,Madison County,Nebraska,2.683,20.235,6.681,50218
0500000US31121,Merrick County,Nebraska,2.288,16.814,4.696,51012
0500000US31123,Morrill County,Nebraska,3.326,17.789,4.231,45910
0500000US31125,Nance County,Nebraska,6.540,16.472,5.594,42500
0500000US31127,Nemaha County,Nebraska,5.807,27.830,7.433,49656
0500000US31129,Nuckolls County,Nebraska,7.827,17.346,6.173,40488
0500000US31131,Otoe County,Nebraska,6.668,21.535,6.400,50275
0500000US31133,Pawnee County,Nebraska,4.600,16.270,5.474,41161
0500000US31135,Perkins County,Nebraska,7.187,22.022,8.556,55893
0500000US31137,Phelps County,Nebraska,2.503,22.673,5.790,50404
0500000US31139,Pierce County,Nebraska,3.349,20.533,4.631,54482
0500000US31141,Platte County,Nebraska,1.988,20.096,6.377,56318
0500000US31143,Polk County,Nebraska,5.033,19.641,4.951,57312
0500000US31145,Red Willow County,Nebraska,1.576,17.670,4.790,42931
0500000US31147,Richardson County,Nebraska,4.921,20.712,5.577,42750
0500000US31149,Rock County,Nebraska,2.144,18.044,3.989,48456
0500000US31151,Saline County,Nebraska,3.120,14.170,6.043,51738
0500000US31153,Sarpy County,Nebraska,2.406,36.741,12.558,70543
0500000US31155,Saunders County,Nebraska,5.719,24.628,8.532,60854
0500000US31157,Scotts Bluff County,Nebraska,2.566,21.501,7.031,45992
0500000US31159,Seward County,Nebraska,3.703,26.134,8.142,59662
0500000US31161,Sheridan County,Nebraska,4.063,24.538,7.388,41985
0500000US31163,Sherman County,Nebraska,6.537,14.671,4.684,46366
0500000US31165,Sioux County,Nebraska,4.498,26.585,5.784,41215
0500000US31167,Stanton County,Nebraska,2.069,18.342,4.107,53416
0500000US31169,Thayer County,Nebraska,2.253,19.334,4.523,45741
0500000US31171,Thomas County,Nebraska,6.291,27.500,8.542,51000
0500000US31173,Thurston County,Nebraska,3.962,13.936,4.715,41266
0500000US31175,Valley County,Nebraska,3.974,19.197,4.682,44612
0500000US31177,Washington County,Nebraska,3.255,29.634,7.056,65370
0500000US31179,Wayne County,Nebraska,3.539,37.762,11.978,54159
0500000US31181,Webster County,Nebraska,4.880,19.816,6.874,40256
0500000US31183,Wheeler County,Nebraska,2.010,18.354,4.905,46394
0500000US31185,York County,Nebraska,3.114,26.109,7.096,51802
0500000US32001,Churchill County,Nevada,9.467,15.855,5.002,47415
0500000US32003,Clark County,Nevada,4.421,22.636,7.580,51575
0500000US32005,Douglas County,Nevada,7.892,25.179,8.797,58535
0500000US32007,Elko County,Nevada,20.898,18.146,5.861,71799
0500000US32009,Esmeralda County,Nevada,15.777,15.658,3.084,39271
0500000US32011,Eureka County,Nevada,12.321,22.240,8.058,60250
0500000US32013,Humboldt County,Nevada,23.509,13.698,4.866,65212
0500000US32015,Lander County,Nevada,15.489,7.555,2.833,78190
0500000US32017,Lincoln County,Nevada,11.054,20.332,4.439,44866
0500000US32019,Lyon County,Nevada,15.241,16.608,5.538,47255
0500000US32021,Mineral County,Nevada,3.756,11.336,4.540,38923
0500000US32023,Nye County,Nevada,16.541,13.211,4.016,41712
0500000US32027,Pershing County,Nevada,6.545,12.408,4.927,45230
0500000US32029,Storey County,Nevada,11.159,21.381,7.299,64832
0500000US32031,Washoe County,Nevada,4.537,28.702,10.465,52870
0500000US32033,White Pine County,Nevada,5.160,13.933,5.161,57122
0500000US32510,Carson City,Nevada,2.598,20.716,7.952,47668
0500000US33001,Belknap County,New Hampshire,8.151,29.560,10.459,62159
0500000US33003,Carroll County,New Hampshire,11.234,32.124,12.082,53306
0500000US33005,Cheshire County,New Hampshire,6.520,31.560,12.189,57782
0500000US33007,Coos County,New Hampshire,5.842,17.831,6.086,42312
0500000US33009,Grafton County,New Hampshire,5.861,38.120,17.935,55762
0500000US33011,Hillsborough County,New Hampshire,10.488,35.856,12.825,71244
0500000US33013,Merrimack County,New Hampshire,7.708,34.389,12.897,65983
0500000US33015,Rockingham County,New Hampshire,12.241,38.770,14.151,81198
0500000US33017,Strafford County,New Hampshire,9.608,34.115,12.987,60711
0500000US33019,Sullivan County,New Hampshire,4.643,26.490,10.101,56032
0500000US34001,Atlantic County,New Jersey,7.890,25.116,8.132,54461
0500000US34003,Bergen County,New Jersey,17.823,46.920,17.403,85806
0500000US34005,Burlington County,New Jersey,11.149,35.706,12.369,78621
0500000US34007,Camden County,New Jersey,9.732,30.163,10.800,62185
0500000US34009,Cape May County,New Jersey,6.592,29.914,10.381,57637
0500000US34011,Cumberland County,New Jersey,8.212,14.614,4.133,49984
0500000US34013,Essex County,New Jersey,18.262,32.694,12.933,53976
0500000US34015,Gloucester County,New Jersey,10.891,29.312,9.421,76727
0500000US34017,Hudson County,New Jersey,17.222,37.493,13.741,59741
0500000US34019,Hunterdon County,New Jersey,15.439,48.712,19.383,105444
0500000US34021,Mercer County,New Jersey,12.354,39.645,18.935,72804
0500000US34023,Middlesex County,New Jersey,17.138,40.989,16.513,79593
0500000US34025,Monmouth County,New Jersey,20.022,42.524,16.399,85242
0500000US34027,Morris County,New Jersey,13.421,50.964,21.140,100214
0500000US34029,Ocean County,New Jersey,15.706,26.866,8.820,61994
0500000US34031,Passaic County,New Jersey,9.795,26.014,8.864,59739
0500000US34033,Salem County,New Jersey,7.458,20.314,6.051,61831
0500000US34035,Somerset County,New Jersey,14.380,52.499,23.305,100667
0500000US34037,Sussex County,New Jersey,25.675,33.755,10.560,86565
0500000US34039,Union County,New Jersey,14.751,32.619,12.909,69594
0500000US34041,Warren County,New Jersey,21.988,29.876,10.214,70471
0500000US35001,Bernalillo County,New Mexico,3.650,32.632,14.778,47725
0500000US35003,Catron County,New Mexico,2.768,26.010,11.198,42973
0500000US35005,Chaves County,New Mexico,4.604,18.083,6.213,40630
0500000US35006,Cibola County,New Mexico,8.491,11.991,3.575,34565
0500000US35007,Colfax County,New Mexico,3.967,21.469,6.534,32380
0500000US35009,Curry County,New Mexico,1.115,20.829,8.246,41084
0500000US35011,De Baca County,New Mexico,5.293,9.675,2.888,32500
0500000US35013,Doña Ana County,New Mexico,4.561,27.743,11.500,38853
0500000US35015,Eddy County,New Mexico,3.981,17.820,7.110,56618
0500000US35017,Grant County,New Mexico,3.504,26.232,13.438,38311
0500000US35019,Guadalupe County,New Mexico,9.135,13.526,5.714,30772
0500000US35021,Harding County,New Mexico,8.228,25.527,4.450,33393
0500000US35023,Hidalgo County,New Mexico,12.795,14.239,4.974,34444
0500000US35025,Lea County,New Mexico,5.881,13.236,5.150,57533
0500000US35027,Lincoln County,New Mexico,7.431,28.395,8.919,40708
0500000US35028,Los Alamos County,New Mexico,1.678,64.226,39.306,101934
0500000US35029,Luna County,New Mexico,8.568,12.076,5.211,27476
0500000US35031,McKinley County,New Mexico,8.115,11.119,4.385,28772
0500000US35033,Mora County,New Mexico,4.104,13.889,7.071,23822
0500000US35035,Otero County,New Mexico,3.926,16.384,7.382,39775
0500000US35037,Quay County,New Mexico,5.805,15.525,6.406,29113
0500000US35039,Rio Arriba County,New Mexico,7.571,16.636,6.080,36098
0500000US35041,Roosevelt County,New Mexico,2.278,23.094,10.344,35546
0500000US35043,Sandoval County,New Mexico,8.563,28.470,11.854,58982
0500000US35045,San Juan County,New Mexico,7.520,15.187,6.120,48671
0500000US35047,San Miguel County,New Mexico,8.016,20.017,9.494,29237
0500000US35049,Santa Fe County,New Mexico,5.278,40.149,19.700,54315
0500000US35051,Sierra County,New Mexico,5.796,17.648,5.347,29356
0500000US35053,Socorro County,New Mexico,3.789,17.505,6.952,34037
0500000US35055,Taos County,New Mexico,4.260,28.644,11.750,36582
0500000US35057,Torrance County,New Mexico,16.599,16.549,6.192,32083
0500000US35059,Union County,New Mexico,3.266,17.105,6.130,36070
0500000US35061,Valencia County,New Mexico,8.787,16.524,5.699,41703
0500000US36001,Albany County,New York,2.959,38.566,18.429,59887
0500000US36003,Allegany County,New York,6.353,20.014,10.181,42776
0500000US36005,Bronx County,New York,32.797,18.926,6.598,34299
0500000US36007,Broome County,New York,4.671,27.197,12.209,46261
0500000US36009,Cattaraugus County,New York,6.497,17.786,7.482,42601
0500000US36011,Cayuga County,New York,5.199,21.377,8.830,52082
0500000US36013,Chautauqua County,New York,3.946,20.861,9.535,42993
0500000US36015,Chemung County,New York,4.356,23.447,10.694,50320
0500000US36017,Chenango County,New York,6.920,17.435,7.941,45668
0500000US36019,Clinton County,New York,5.575,22.144,10.227,49930
0500000US36021,Columbia County,New York,8.224,29.282,14.841,59105
0500000US36023,Cortland County,New York,4.019,23.561,10.160,49514
0500000US36025,Delaware County,New York,6.761,20.167,8.706,43720
0500000US36027,Dutchess County,New York,16.057,33.418,15.103,71904
0500000US36029,Erie County,New York,3.149,31.580,14.242,51247
0500000US36031,Essex County,New York,6.186,24.156,10.740,52758
0500000US36033,Franklin County,New York,6.237,17.679,8.725,47923
0500000US36035,Fulton County,New York,9.869,16.240,7.504,46969
0500000US36037,Genesee County,New York,4.094,20.019,8.006,50880
0500000US36039,Greene County,New York,9.302,20.585,8.405,50278
0500000US36041,Hamilton County,New York,9.390,24.478,10.660,48243
0500000US36043,Herkimer County,New York,5.409,22.429,9.309,46229
0500000US36045,Jefferson County,New York,2.487,20.748,8.962,49505
0500000US36047,Kings County,New York,26.777,32.842,12.768,48201
0500000US36049,Lewis County,New York,8.074,15.189,6.486,49819
0500000US36051,Livingston County,New York,6.573,23.605,10.636,51734
0500000US36053,Madison County,New York,4.254,26.245,11.463,54145
0500000US36055,Monroe County,New York,2.916,36.204,15.948,52553
0500000US36057,Montgomery County,New York,5.650,16.152,6.022,43764
0500000US36059,Nassau County,New York,22.085,42.821,19.171,99465
0500000US36061,New York County,New York,10.339,59.930,28.357,72871
0500000US36063,Niagara County,New York,2.437,23.247,9.673,49449
0500000US36065,Oneida County,New York,3.948,23.220,9.361,48246
0500000US36067,Onondaga County,New York,3.499,34.068,15.085,55092
0500000US36069,Ontario County,New York,4.891,31.671,14.515,57416
0500000US36071,Orange County,New York,19.093,29.157,11.912,70848
0500000US36073,Orleans County,New York,7.923,15.437,5.841,46359
0500000US36075,Oswego County,New York,4.836,17.566,7.250,47860
0500000US36077,Otsego County,New York,5.019,27.742,13.511,48588
0500000US36079,Putnam County,New York,22.922,37.869,16.086,96148
0500000US36081,Queens County,New York,28.782,30.446,11.111,57720
0500000US36083,Rensselaer County,New York,3.730,28.584,12.431,60709
0500000US36085,Richmond County,New York,33.039,30.788,12.423,73197
0500000US36087,Rockland County,New York,16.508,40.318,18.091,84855
0500000US36089,St. Lawrence County,New York,5.147,22.301,11.327,44705
0500000US36091,Saratoga County,New York,4.460,39.016,16.041,71496
0500000US36093,Schenectady County,New York,3.767,30.473,14.118,58114
0500000US36095,Schoharie County,New York,11.863,19.554,8.375,51195
0500000US36097,Schuyler County,New York,5.268,19.461,9.373,47680
0500000US36099,Seneca County,New York,7.257,20.236,8.314,49292
0500000US36101,Steuben County,New York,6.046,21.284,10.184,47280
0500000US36103,Suffolk County,New York,14.930,34.011,15.322,88663
0500000US36105,Sullivan County,New York,13.915,22.209,9.874,50710
0500000US36107,Tioga County,New York,3.750,24.400,9.915,57514
0500000US36109,Tompkins County,New York,2.956,50.827,28.628,52624
0500000US36111,Ulster County,New York,10.044,30.090,13.600,58918
0500000US36113,Warren County,New York,7.868,28.216,13.172,56798
0500000US36115,Washington County,New York,8.396,19.432,7.702,51143
0500000US36117,Wayne County,New York,4.464,20.628,8.337,50798
0500000US36119,Westchester County,New York,19.648,46.727,23.066,83958
0500000US36121,Wyoming County,New York,8.769,15.150,5.444,52564
0500000US36123,Yates County,New York,8.126,23.698,11.492,49510
0500000US37001,Alamance County,North Carolina,5.328,21.611,6.827,41814
0500000US37003,Alexander County,North Carolina,4.084,13.165,3.895,39365
0500000US37005,Alleghany County,North Carolina,10.975,17.367,5.635,36968
0500000US37007,Anson County,North Carolina,10.886,9.817,3.241,33228
0500000US37009,Ashe County,North Carolina,10.084,18.774,6.039,36267
0500000US37011,Avery County,North Carolina,4.560,18.911,7.855,37777
0500000US37013,Beaufort County,North Carolina,6.184,17.335,6.122,40391
0500000US37015,Bertie County,North Carolina,7.380,10.020,2.625,30027
0500000US37017,Bladen County,North Carolina,7.337,13.752,4.312,30096
0500000US37019,Brunswick County,North Carolina,5.418,26.120,9.278,46859
0500000US37021,Buncombe County,North Carolina,3.166,35.868,13.673,45167
0500000US37023,Burke County,North Carolina,4.888,17.173,6.483,39360
0500000US37025,Cabarrus County,North Carolina,6.561,27.202,8.324,54720
0500000US37027,Caldwell County,North Carolina,5.452,13.678,3.974,35763
0500000US37029,Camden County,North Carolina,18.241,22.357,7.842,58780
0500000US37031,Carteret County,North Carolina,5.416,25.346,9.657,48457
0500000US37033,Caswell County,North Carolina,8.779,11.616,4.016,37869
0500000US37035,Catawba County,North Carolina,5.779,21.725,7.175,44376
0500000US37037,Chatham County,North Carolina,8.810,36.807,17.683,56642
0500000US37039,Cherokee County,North Carolina,6.099,18.569,6.974,34662
0500000US37041,Chowan County,North Carolina,10.731,20.080,8.129,38759
0500000US37043,Clay County,North Carolina,1.596,21.164,8.831,37076
0500000US37045,Cleveland County,North Carolina,6.817,16.010,6.225,39453
0500000US37047,Columbus County,North Carolina,6.132,12.073,3.832,34949
0500000US37049,Craven County,North Carolina,4.496,22.275,7.700,47985
0500000US37051,Cumberland County,North Carolina,3.938,23.334,8.069,44171
0500000US37053,Currituck County,North Carolina,18.637,20.542,4.901,60600
0500000US37055,Dare County,North Carolina,4.395,29.387,9.158,54496
0500000US37057,Davidson County,North Carolina,4.540,18.682,5.230,43363
0500000US37059,Davie County,North Carolina,6.550,24.409,7.928,51527
0500000US37061,Duplin County,North Carolina,8.286,10.691,3.433,35035
0500000US37063,Durham County,North Carolina,4.013,45.769,21.259,52503
0500000US37065,Edgecombe County,North Carolina,4.014,10.626,3.534,32659
0500000US37067,Forsyth County,North Carolina,4.061,32.909,11.984,45471
0500000US37069,Franklin County,North Carolina,10.517,19.370,5.720,42685
0500000US37071,Gaston County,North Carolina,3.861,19.027,5.516,42429
0500000US37073,Gates County,North Carolina,20.572,13.242,4.410,49258
0500000US37075,Graham County,North Carolina,9.814,14.345,4.671,34805
0500000US37077,Granville County,North Carolina,8.804,17.637,5.067,50225
0500000US37079,Greene County,North Carolina,5.134,10.057,3.018,35777
0500000US37081,Guilford County,North Carolina,3.978,34.133,11.712,45651
0500000US37083,Halifax County,North Carolina,6.845,12.680,4.190,32245
0500000US37085,Harnett County,North Carolina,8.982,19.573,6.546,46353
0500000US37087,Haywood County,North Carolina,4.337,23.938,9.267,42257
0500000US37089,Henderson County,North Carolina,4.326,28.562,10.230,46448
0500000US37091,Hertford County,North Carolina,9.724,13.985,5.014,33008
0500000US37093,Hoke County,North Carolina,3.513,19.287,4.449,41542
0500000US37095,Hyde County,North Carolina,6.710,10.289,1.904,42897
0500000US37097,Iredell County,North Carolina,7.730,25.895,8.240,52306
0500000US37099,Jackson County,North Carolina,4.256,29.530,12.054,38015
0500000US37101,Johnston County,North Carolina,9.971,20.292,5.450,50512
0500000US37103,Jones County,North Carolina,5.574,13.130,5.078,34005
0500000US37105,Lee County,North Carolina,6.026,20.455,5.723,45608
0500000US37107,Lenoir County,North Carolina,5.015,12.706,3.953,34717
0500000US37109,Lincoln County,North Carolina,7.854,20.186,5.893,49215
0500000US37111,McDowell County,North Carolina,4.954,13.474,4.095,35965
0500000US37113,Macon County,North Carolina,6.483,22.529,7.611,39133
0500000US37115,Madison County,North Carolina,7.491,21.709,8.806,37904
0500000US37117,Martin County,North Carolina,6.160,13.661,3.729,35080
0500000US37119,Mecklenburg County,North Carolina,5.276,42.288,13.879,56854
0500000US37121,Mitchell County,North Carolina,6.021,16.838,5.850,37391
0500000US37123,Montgomery County,North Carolina,8.044,14.459,3.874,32500
0500000US37125,Moore County,North Carolina,6.886,32.552,12.840,50998
0500000US37127,Nash County,North Carolina,3.797,19.193,5.622,42713
0500000US37129,New Hanover County,North Carolina,3.905,36.900,12.244,50088
0500000US37131,Northampton County,North Carolina,6.471,11.275,4.077,30429
0500000US37133,Onslow County,North Carolina,6.603,19.316,5.805,46335
0500000US37135,Orange County,North Carolina,3.062,56.626,31.228,59290
0500000US37137,Pamlico County,North Carolina,7.965,19.304,6.647,43444
0500000US37139,Pasquotank County,North Carolina,15.610,19.367,7.080,45378
0500000US37141,Pender County,North Carolina,6.477,21.192,7.161,44828
0500000US37143,Perquimans County,North Carolina,16.577,16.316,4.024,44329
0500000US37145,Person County,North Carolina,11.984,14.734,3.480,42105
0500000US37147,Pitt County,North Carolina,4.655,29.657,10.538,41119
0500000US37149,Polk County,North Carolina,5.233,31.323,12.730,46528
0500000US37151,Randolph County,North Carolina,4.455,14.518,3.959,41947
0500000US37153,Richmond County,North Carolina,4.718,12.836,3.971,32687
0500000US37155,Robeson County,North Carolina,6.510,12.817,3.786,30608
0500000US37157,Rockingham County,North Carolina,6.248,13.759,3.973,38126
0500000US37159,Rowan County,North Carolina,7.611,17.585,5.287,43069
0500000US37161,Rutherford County,North Carolina,7.144,16.163,5.733,35630
0500000US37163,Sampson County,North Carolina,10.442,12.355,3.368,35490
0500000US37165,Scotland County,North Carolina,7.022,15.832,5.759,30958
0500000US37167,Stanly County,North Carolina,10.231,16.225,4.873,40910
0500000US37169,Stokes County,North Carolina,6.077,13.562,3.341,40696
0500000US37171,Surry County,North Carolina,7.080,14.884,4.920,36164
0500000US37173,Swain County,North Carolina,3.248,15.886,5.224,33931
0500000US37175,Transylvania County,North Carolina,6.489,29.687,12.312,45114
0500000US37177,Tyrrell County,North Carolina,12.908,7.995,4.093,32361
0500000US37179,Union County,North Carolina,9.985,33.370,9.303,65903
0500000US37181,Vance County,North Carolina,6.700,11.410,3.207,33316
0500000US37183,Wake County,North Carolina,4.181,48.978,17.730,67309
0500000US37185,Warren County,North Carolina,11.508,15.424,6.166,34254
0500000US37187,Washington County,North Carolina,10.652,10.409,4.354,34538
0500000US37189,Watauga County,North Carolina,3.519,38.364,17.123,37656
0500000US37191,Wayne County,North Carolina,5.702,18.388,5.412,40390
0500000US37193,Wilkes County,North Carolina,7.840,12.822,3.698,33232
0500000US37195,Wilson County,North Carolina,4.055,18.042,5.394,39847
0500000US37197,Yadkin County,North Carolina,8.383,11.950,3.545,37796
0500000US37199,Yancey County,North Carolina,11.266,19.257,6.332,37484
0500000US38001,Adams County,North Dakota,7.168,24.797,6.663,52118
0500000US38003,Barnes County,North Dakota,6.639,25.446,6.082,53141
0500000US38005,Benson County,North Dakota,2.366,14.597,3.759,41296
0500000US38007,Billings County,North Dakota,10.851,25.244,4.324,70469
0500000US38009,Bottineau County,North Dakota,8.350,20.878,4.475,56349
0500000US38011,Bowman County,North Dakota,7.678,22.068,5.372,66845
0500000US38013,Burke County,North Dakota,12.143,19.640,5.533,60096
0500000US38015,Burleigh County,North Dakota,5.080,34.005,10.520,65254
0500000US38017,Cass County,North Dakota,2.810,36.786,11.025,53289
0500000US38019,Cavalier County,North Dakota,3.105,17.690,3.781,66806
0500000US38021,Dickey County,North Dakota,1.384,26.599,6.055,53750
0500000US38023,Divide County,North Dakota,4.365,20.588,2.015,56042
0500000US38025,Dunn County,North Dakota,11.004,19.595,4.152,69732
0500000US38027,Eddy County,North Dakota,4.679,22.008,3.911,48583
0500000US38029,Emmons County,North Dakota,6.973,15.302,1.838,44051
0500000US38031,Foster County,North Dakota,3.823,18.796,3.174,55769
0500000US38033,Golden Valley County,North Dakota,4.211,22.720,5.141,40179
0500000US38035,Grand Forks County,North Dakota,2.046,32.950,11.586,48676
0500000US38037,Grant County,North Dakota,11.374,17.126,3.404,44559
0500000US38039,Griggs County,North Dakota,5.413,18.290,1.812,48355
0500000US38041,Hettinger County,North Dakota,7.101,14.836,2.655,52169
0500000US38043,Kidder County,North Dakota,14.761,19.497,3.352,54559
0500000US38045,LaMoure County,North Dakota,4.452,21.083,3.809,54821
0500000US38047,Logan County,North Dakota,4.596,12.664,1.799,51458
0500000US38049,McHenry County,North Dakota,10.314,18.759,3.874,57386
0500000US38051,McIntosh County,North Dakota,2.433,18.744,4.354,42277
0500000US38053,McKenzie County,North Dakota,8.034,22.835,5.195,72794
0500000US38055,McLean County,North Dakota,11.158,19.015,4.009,55686
0500000US38057,Mercer County,North Dakota,6.322,20.523,4.953,72704
0500000US38059,Morton County,North Dakota,5.411,25.933,6.157,62418
0500000US38061,Mountrail County,North Dakota,6.042,22.010,4.415,68188
0500000US38063,Nelson County,North Dakota,4.963,19.165,3.450,51085
0500000US38065,Oliver County,North Dakota,7.463,17.512,3.763,60278
0500000US38067,Pembina County,North Dakota,3.266,19.019,3.819,53504
0500000US38069,Pierce County,North Dakota,4.799,15.197,1.689,42563
0500000US38071,Ramsey County,North Dakota,1.672,22.985,4.904,50841
0500000US38073,Ransom County,North Dakota,4.700,18.106,3.512,56500
0500000US38075,Renville County,North Dakota,7.174,15.930,2.558,65125
0500000US38077,Richland County,North Dakota,4.774,21.767,4.952,55390
0500000US38079,Rolette County,North Dakota,4.876,20.864,4.761,33277
0500000US38081,Sargent County,North Dakota,2.504,19.811,3.084,57125
0500000US38083,Sheridan County,North Dakota,12.215,15.180,3.226,48102
0500000US38085,Sioux County,North Dakota,6.334,17.273,3.726,38068
