STATION_NAME,DATE,TMAX,TMIN
SEATTLE BOEING FIELD WA US,20161130,52,42
SEATTLE BOEING FIELD WA US,20161201,46,38
SEATTLE BOEING FIELD WA US,20161202,50,44
SEATTLE BOEING FIELD WA US,20161203,49,42
SEATTLE BOEING FIELD WA US,20161204,46,35
SEATTLE BOEING FIELD WA US,20161205,40,32
SEATTLE BOEING FIELD WA US,20161206,42,31
SEATTLE BOEING FIELD WA US,20161207,40,27
SEATTLE BOEING FIELD WA US,20161208,41,31
SEATTLE BOEING FIELD WA US,20161209,36,31
SEATTLE BOEING FIELD WA US,20161210,44,34
SEATTLE BOEING FIELD WA US,20161211,44,40
SEATTLE BOEING FIELD WA US,20161212,43,38
SEATTLE BOEING FIELD WA US,20161213,40,33
SEATTLE BOEING FIELD WA US,20161214,39,32
SEATTLE BOEING FIELD WA US,20161215,39,34
SEATTLE BOEING FIELD WA US,20161216,35,23
SEATTLE BOEING FIELD WA US,20161217,35,21
SEATTLE BOEING FIELD WA US,20161218,39,27
SEATTLE BOEING FIELD WA US,20161219,46,36
SEATTLE BOEING FIELD WA US,20161220,51,37
SEATTLE BOEING FIELD WA US,20161221,49,34
SEATTLE BOEING FIELD WA US,20161222,45,34
SEATTLE BOEING FIELD WA US,20161223,40,36
SEATTLE BOEING FIELD WA US,20161224,41,35
SEATTLE BOEING FIELD WA US,20161225,42,32
SEATTLE BOEING FIELD WA US,20161226,42,33
SEATTLE BOEING FIELD WA US,20161227,47,41
SEATTLE BOEING FIELD WA US,20161228,48,37
SEATTLE BOEING FIELD WA US,20161229,48,39
SEATTLE BOEING FIELD WA US,20161230,57,31
SEATTLE BOEING FIELD WA US,20161231,40,31
