STABR,FSCSKEY,LIBID,LIBNAME,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,TOTEXPCO,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,LOANTO,LOANFM,TOTPRO,TOTATTEN,GPTERMS,PITUSR,WIFISESS,YR_SUB
ME,ME0309,309,FAYE O'LEARY HAFFORD LIBRARY,01,2,00,00,00,-69.0386623,47.0829976,23,003,1063 ALLAGASH ROAD,ALLAGASH,04774,4010,AROOSTOOK,2073984454,ME,NP,SO,CI2,N,01/01/2014,12/31/2014,228,1,0,0,0,0,0,500,0,0,5441,,,,300,0,600,5700,500,0,0,500,0,3883,0,254,0,419,0,66,2,540,259,12,174,3684,1253,0,0,0,3,26,4,24,-1,2015
ME,ME0310,310,PALERMO COMMUNITY LIBRARY,01,2,00,00,00,-69.3948386,44.373118,23,027,2789 ROUTE 3,PALERMO,04354,M,WALDO,2079936088,ME,NP,SO,CI2,N,01/01/2014,12/31/2014,1542,1,0,0,0,0,0,4000,0,0,7881,,,,268,0,368,7323,0,0,0,5982,4982,10068,0,555,0,226,0,66,0,608,2028,75,672,1660,700,0,0,10,57,852,4,190,251,2015
ME,ME0311,311,STOCKTON SPRINGS COMMUNITY LIBRARY,01,1,00,00,00,-68.855976,44.4894515,23,027,6 STATION STREET,STOCKTON SPRINGS,04981,M,WALDO,2075674147,ME,NP,SO,CI2,N,01/01/2014,12/31/2014,1601,1,0,0,0,0,0,6000,0,481,30321,,,,2797,1746,5803,22781,0,0,0,15000,15000,6681,8696,614,4871,999,0,66,11,936,3700,35,1128,5955,1135,680,0,188,119,1356,6,634,-1,2015
ME,ME0312,312,LOUISE CLEMENTS LIBRARY,01,4,00,00,00,-67.2108782,44.6581487,23,029,2655 CUTLER ROAD,CUTLER,04626,M,WASHINGTON,2072593693,NO,NP,SO,CI2,N,07/01/2013,06/30/2014,495,1,0,0,0,0,0,30,0,0,3510,,,,470,0,518,722,0,0,0,0,106,5242,0,50,0,314,0,66,7,1560,293,39,328,240,74,-1,0,0,2,12,2,534,-1,2015
ME,ME0313,313,LEVANT HERITAGE LIBRARY,01,1,00,00,00,-68.9329117,44.869186,23,019,3519 UNION STREET,LEVANT,04456,M,PENOBSCOT,2078848988,NO,NP,SO,CI2,N,01/01/2014,12/31/2014,2971,1,0,0,0,0,0,750,0,0,4447,,,,0,0,0,5675,0,0,0,0,0,4850,0,0,0,55,0,66,2,700,253,3,812,315,200,0,0,0,5,45,2,94,94,2015
ME,ME0314,314,PEMBROKE LIBRARY,01,1,00,00,00,-67.1771102,44.9479743,23,029,221 OLD COUNTY ROAD,PEMBROKE,04666,M,WASHINGTON,2077264745,NO,NP,SO,CI2,N,01/01/2014,12/31/2014,799,1,0,0,0,0,0,1000,0,432,8745,,,,1131,150,1997,8745,0,0,0,70000,7042,9852,7514,21,4863,410,0,66,32,936,2855,54,504,3052,1461,97,107,85,120,1015,6,727,-1,2015
ME,ME0315,315,LONG LAKE PUBLIC LIBRARY,01,2,00,00,00,-68.3463863,47.2499812,23,003,384 MAIN STREET,ST. AGATHA,04772,6157,AROOSTOOK,2075439395,ME,NP,SO,CI2,N,01/01/2014,12/31/2014,1777,1,0,0,0,0,0,2750,0,0,13750,,,,545,350,895,10767,0,0,0,55000,9333,13847,7514,30,4863,470,0,66,2,936,3020,4067,807,2378,716,37,0,3,38,312,5,560,-1,2015
ME,ME0316,300,RICHVILLE LIBRARY,01,1,00,00,00,-70.5709231,43.8001908,23,005,743 RICHVILLE ROAD,STANDISH,04084,5614,CUMBERLAND,2077764698,ME,CI,SO,CI2,N,01/01/2014,12/31/2014,10020,1,0,0,0,0,0,3000,0,0,4697,,,,1344,338,1707,4844,9292,0,0,9292,9292,5281,18,100,10,120,0,66,0,312,612,20,289,2083,1008,45,0,0,27,200,1,70,-1,2015
ME,ME0317,500,NEWBURGH COMMUNITY LIBRARY,01,1,00,00,00,-68.9783115,44.7295008,23,019,2220 WESTERN AVENUE,NEWBURGH,04444,4573,PENOBSCOT,2072342799,HQ,CI,SO,CI1,N,01/01/2014,12/31/2014,1531,1,0,0,0,0,0,860,0,0,1170,,,,498,0,602,602,0,0,0,0,0,8128,0,44,0,421,0,66,0,468,1109,0,180,1389,760,0,0,0,48,587,2,35,-1,2015
ME,ME0318,8888,LINCOLNVILLE COMMUNITY LIBRARY,01,1,02,00,00,0,0,23,027,208 MAIN STREET,LINCOLNVILLE,04849,5659,WALDO,2077634343,HQ,NP,SO,CI2,Y,01/01/2014,12/31/2014,2203,1,0,0,0,.6,.6,0,0,0,40859,,,,147,425,572,13820,0,0,0,15250,40994,2974,7514,0,4863,0,0,66,0,720,2804,50,301,784,421,19,0,3,60,1312,2,10,59,2015
MI,MI0010,MI0010-002,ALVAH N. BELDING MEMORIAL LIBRARY,03,1,00,00,00,-85.226829,43.0977932,26,067,302 EAST MAIN STREET,BELDING,48809,1763,IONIA,6167941450,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,11000,1,0,0,0,3,3.93,309650,5960,0,417377,119754,19973,139727,22723,1600,27630,314309,0,0,0,0,104419,54116,1750,996,565,1296,0,40,29,2037,35424,625,6558,36446,15290,2215,5294,3836,146,3105,18,7216,964,2015
MI,MI0012,MI0012-002,ANN ARBOR DISTRICT LIBRARY,03,1,00,00,00,-83.746169,42.278227,26,161,343 SOUTH FIFTH AVENUE,ANN ARBOR,48104,2217,WASHTENAW,7343274200,NO,LD,MO,SD1,N,07/01/2013,06/30/2014,163590,1,4,0,14,14,153,11573864,235875,0,12552996,5775008,1966366,7741374,936466,160663,1726812,12070453,0,0,0,0,128300,440520,35361,85250,26172,122559,478,58,1453,18725,1593844,27065,126097,8891230,2925196,362961,46781,36146,1427,82838,242,198947,662948,2015
MI,MI0013,MI0013-002,ARMADA FREE PUBLIC LIBRARY,03,1,00,00,00,-82.883266,42.84204,26,099,73930 CHURCH STREET,ARMADA,48005,3331,MACOMB,5867845921,ME,CI,SO,OTH,N,01/01/2013,12/31/2013,5379,1,0,0,1,1,3.75,238759,2684,0,246796,121320,9281,130601,19015,2785,23836,230541,0,0,0,0,22284,24314,3799,2825,1517,1409,0,42,64,2600,23472,1868,2116,40630,13586,861,2588,4550,69,1193,7,628,1801,2015
MI,MI0014,MI0014-002,ATHENS COMMUNITY LIBRARY,03,1,00,00,00,-85.234278,42.0886318,26,025,106 EAST BURR OAK STREET,ATHENS,49011,M,CALHOUN,2697294479,NO,CI,SO,CI1,N,04/01/2013,03/31/2014,4537,1,0,0,0,.5,.98,45866,1229,0,50617,,,,4505,0,5352,35516,0,0,0,0,59476,7088,0,154,0,1,0,40,30,1924,7731,3992,1130,6915,2355,0,0,0,123,149,6,2380,0,2015
MI,MI0015,MI0015-002,AUBURN HILLS PUBLIC LIBRARY,03,1,00,00,00,-83.2222184,42.6698009,26,125,3400 EAST SEYBURN DRIVE,AUBURN HILLS,48326,2759,OAKLAND,2483709466,ME,CI,SO,CI1,N,01/01/2013,12/31/2013,21412,1,0,0,5.13,6.33,13.83,1079650,13218,0,1109213,465648,104289,569937,59285,16904,111088,839771,0,0,0,0,92059,67309,8664,4484,969,11621,0,40,121,2735,112506,24383,12840,268090,103457,8034,31669,20649,475,9455,40,55704,5520,2015
MI,MI0016,MI0016-002,AUGUSTA-ROSS TOWNSHIP DISTRICT LIBRARY,03,1,00,00,00,-85.3518259,42.3353183,26,077,105 SOUTH WEBSTER STREET,AUGUSTA,49012,9779,KALAMAZOO,2697314000,ME,LD,SO,OTH,N,01/01/2013,12/31/2013,7172,1,0,0,0,2.15,2.65,161675,3579,0,176538,122596,12980,135576,19928,2000,28571,197935,0,0,0,0,28452,19062,5642,1024,1040,2489,67,40,64,2111,37084,1300,2820,27594,8642,2815,848,2843,16,916,5,3000,600,2015
MI,MI0017,MI0017-002,BACON MEMORIAL DISTRICT LIBRARY,03,1,00,00,00,-83.148019,42.207626,26,163,45 VINEWOOD STREET,WYANDOTTE,48192,5221,WAYNE,7342468357,ME,LD,SO,CI1,N,07/01/2013,06/30/2014,25883,1,0,0,4.1,4.1,10.93,683127,15133,0,768725,369366,119745,489111,42650,10000,73250,751481,0,0,0,0,30490,56446,11028,4087,5031,6724,117,45,146,2878,140512,10124,11391,125621,39086,6744,25707,21177,251,4727,25,35430,6878,2015
MI,MI0018,MI0018-002,BAD AXE AREA DISTRICT LIBRARY,03,1,00,00,00,-82.99738,43.8005098,26,063,200 SOUTH HANSELMAN STREET,BAD AXE,48413,1443,HURON,9892698538,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,6621,1,0,0,0,1,3.56,212558,3588,0,269936,129861,14548,144409,21382,2860,28193,263075,0,0,0,20507,20507,31205,5222,3020,1989,4413,0,40,110,2814,52893,1250,5000,57376,17242,1500,3347,2399,167,2299,11,9740,2500,2015
MI,MI0019,MI0019-002,BALDWIN PUBLIC LIBRARY,03,1,00,00,00,-83.2177165,42.5451376,26,125,300 WEST MERRILL STREET,BIRMINGHAM,48009,1483,OAKLAND,2486471700,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,35350,1,0,0,14.45,14.45,30.16,2870334,20835,0,3020932,1229845,702570,1932415,205578,103209,416710,2746451,0,0,0,0,59681,140974,7290,9541,4058,22177,0,66,373,3377,304836,38064,18662,633487,214317,39907,5348,6812,925,26735,53,33635,20342,2015
MI,MI0020,MI0020-002,BARRYTON PUBLIC LIBRARY,03,1,00,00,00,-85.147276,43.753147,26,107,198 NORTHERN AVENUE,BARRYTON,49305,5104,MECOSTA,9893825288,ME,LD,MO,OTH,N,07/01/2013,06/30/2014,4075,1,1,0,0,1.75,2.6,115207,2111,0,130678,68053,6991,75044,18948,2250,23320,125365,0,0,0,0,14663,19620,12577,827,0,898,0,40,35,3144,16145,711,1731,20409,5778,496,192,687,8,640,15,6468,4000,2015
MI,MI0021,MI0021-002,BAY COUNTY LIBRARY SYSTEM,03,1,00,00,00,-83.885365,43.597832,26,017,500 CENTER AVENUE,BAY CITY,48708,5942,BAY,9898942837,ME,CO,MO,CO1,N,01/01/2013,12/31/2013,107681,1,3,1,11,12.11,76.31,5950565,55608,28329,6355429,2460395,884412,3344807,405557,94002,563792,4964221,0,0,0,0,0,299732,3735,29690,0,16739,0,52,645,10374,399824,52851,61205,786016,263299,33412,83227,79947,1669,49030,106,107668,0,2015
MI,MI0022,MI0022-002,SUPERIOR DISTRICT LIBRARY,03,1,00,00,00,-84.3486161,46.4956331,26,033,541 LIBRARY DRIVE,SAULT STE MARIE,49783,2147,CHIPPEWA,9066329331,ME,CI,MO,OTH,N,07/01/2013,06/30/2014,40841,1,7,0,.88,4.15,14.13,1062270,16818,4358,1206678,419390,79842,499232,90250,6213,113371,904874,0,0,0,0,10737,182381,3387,6688,2143,13232,0,55,378,13658,189046,15236,15883,165636,65481,8293,4512,6924,781,19113,87,32708,9958,2015
MI,MI0023,MI0023-002,BEAVER ISLAND DISTRICT LIBRARY,03,2,00,00,00,-85.52313,45.746852,26,029,26400 DONEGAL BAY ROAD,BEAVER ISLAND,49782,5178,CHARLEVOIX,2314482701,ME,LD,SO,OTH,N,04/01/2013,03/31/2014,657,1,0,0,0,1.65,1.65,101292,647,0,109756,,,,4488,1500,6873,102166,0,0,0,2000,9296,14616,9661,540,1625,1218,121,40,20,2276,13688,466,1643,11509,2291,402,0,109,58,392,4,2337,-1,2015
MI,MI0024,MI0024-002,BELLAIRE PUBLIC LIBRARY,03,1,00,00,00,-85.2099521,44.9750848,26,009,111 SOUTH BRIDGE STREET,BELLAIRE,49615,9566,ANTRIM,2315338814,ME,LD,SO,OTH,N,01/01/2013,12/31/2013,3769,1,0,0,0,.75,1.68,118636,1881,0,137099,,,,21562,0,28948,124860,0,0,0,0,1750,16959,0,1970,0,1303,0,40,58,1869,31342,935,891,23714,4369,0,216,507,54,758,9,5776,2243,2015
MI,MI0025,MI0025-002,BELLEVUE TOWNSHIP LIBRARY,03,1,00,00,00,-85.018111,42.445326,26,045,212 NORTH MAIN STREET,BELLEVUE,49021,1234,EATON,2697633369,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,3150,1,0,0,0,.63,.63,33275,1857,0,36206,,,,3042,0,3042,29420,0,0,0,0,0,18759,0,195,0,65,0,40,2,1212,4798,412,1943,14126,3067,0,279,994,0,0,5,2592,325,2015
MI,MI0026,MI0026-003,BRIGGS PUBLIC LIBRARY,03,1,00,00,00,-84.557482,43.004452,26,037,108 EAST RAILROAD STREET,SAINT JOHNS,48879,1526,CLINTON,9892244702,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,19008,1,0,0,1,2,6.08,349501,11245,0,384129,181437,64805,246242,28670,6980,43274,375836,0,0,0,0,0,35580,2921,2242,1694,2130,0,42,90,2559,89672,9664,8183,89559,40979,4105,1414,3126,319,6690,12,16068,8644,2015
MI,MI0027,MI0027-002,BENTON HARBOR PUBLIC LIBRARY,03,1,00,00,00,-86.4534351,42.1154725,26,021,213 EAST WALL STREET,BENTON HARBOR,49022,4429,BERRIEN,2699261674,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,24787,1,0,0,2.81,2.81,11.06,631204,14609,0,666446,340524,127154,467678,44987,1742,54752,679619,0,0,0,0,17832,102065,0,2493,0,5423,0,40,91,2652,101413,37245,5218,87721,48412,0,0,0,216,5053,20,19567,2780,2015
MI,MI0028,MI0028-002,POTTERVILLE-BENTON TOWNSHIP DISTRICT LIBRARY,03,1,00,00,00,-84.742651,42.627441,26,045,150 LIBRARY LANE,POTTERVILLE,48876,5155,EATON,5176452989,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,5413,1,0,0,0,.7,1.63,87520,3190,0,90710,,,,5555,381,6648,82267,0,0,0,1200,1240,12763,6336,310,2196,608,0,40,15,1612,10985,1961,3027,21586,11490,1497,156,1359,75,1658,9,1580,160,2015
MI,MI0029,MI0029-002,BENZONIA PUBLIC LIBRARY,03,1,00,00,00,-86.099188,44.618532,26,019,891 MICHIGAN AVENUE,BENZONIA,49616,9784,BENZIE,2318824111,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,3623,1,0,0,0,1.18,1.42,77579,1963,0,98229,,,,8733,0,9829,71289,0,0,0,41527,24408,14811,5,226,0,635,0,40,20,2078,13625,3467,5106,14680,2775,17,1539,2204,94,1269,7,4164,3000,2015
MI,MI0030,MI0030-002,BERKLEY PUBLIC LIBRARY,03,1,00,00,00,-83.183835,42.501022,26,125,3155 COOLIDGE HIGHWAY,BERKLEY,48072,1631,OAKLAND,2486583440,ME,CI,SO,CI1,N,07/01/2013,06/30/2014,14970,1,0,0,3.75,3.75,9.8,629064,8111,3113,673968,338983,120917,459900,45516,4200,69050,673968,0,0,0,0,4200,70447,20229,5707,6714,7585,0,40,153,2712,150000,13687,7960,149802,46890,8762,15216,10193,255,3733,21,30530,18350,2015
MI,MI0031,MI0031-002,BERRIEN SPRINGS COMMUNITY LIBRARY,03,1,00,00,00,-86.3406887,41.9487571,26,021,215 WEST UNION STREET,BERRIEN SPRINGS,49103,1077,BERRIEN,2694717074,ME,LD,SO,OTH,N,04/01/2013,03/31/2014,9197,1,0,0,0,1,7.01,316297,4984,0,341853,165818,19082,184900,23089,2000,39784,311553,0,0,0,0,502,49542,9778,3677,1163,2996,67,40,110,2754,102415,8846,6531,101257,34876,1676,1262,3200,288,3163,29,21670,4845,2015
MI,MI0032,MI0032-002,BESSEMER PUBLIC LIBRARY,03,1,00,00,00,-90.05036,46.4784362,26,053,411 SOUTH SOPHIE STREET,BESSEMER,49911,1533,GOGEBIC,9066630404,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,3081,1,0,0,1,1,1.35,77296,1669,0,82447,,,,13169,350,15855,82447,0,0,0,0,1815,14525,3387,740,2143,769,0,40,55,1832,9697,2443,1044,21428,3621,858,12,32,30,319,5,2083,0,2015
MI,MI0033,MI0033-003,BETSIE VALLEY DISTRICT LIBRARY,03,2,00,00,00,-85.943621,44.519457,26,019,14731 THOMPSON AVENUE,THOMPSONVILLE,49683,9802,BENZIE,2313782716,ME,LD,SO,OTH,N,10/01/2013,09/30/2014,2937,1,0,0,0,1.03,1.03,33097,2870,1044,48844,,,,3800,0,4040,54107,0,0,0,0,3603,6751,0,341,0,762,0,40,12,1408,5785,874,1710,6993,1876,0,0,332,61,872,7,1316,410,2015
MI,MI0034,MI0034-002,DARCY LIBRARY OF BEULAH,03,1,00,00,00,-86.067764,44.653423,26,019,7238 COMMERCIAL STREET,BEULAH,49617,M,BENZIE,2318824037,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,3179,1,0,0,.93,1.7,1.7,74900,1587,0,124193,,,,13138,0,16559,89498,0,0,0,0,7045,12034,0,1123,0,2166,0,40,41,1716,24471,7178,1105,26659,7010,0,233,331,97,1399,7,3804,1268,2015
MI,MI0035,MI0035-002,BIG RAPIDS COMMUNITY LIBRARY,03,1,00,00,00,-85.4818574,43.6939555,26,107,426 SOUTH MICHIGAN AVENUE,BIG RAPIDS,49307,2064,MECOSTA,2317965234,ME,CI,SO,OTH,Y,07/01/2013,06/30/2014,20141,1,0,0,2,2,5,285287,11195,0,327597,139088,45759,184847,16328,3675,27427,327597,0,0,0,0,0,48592,476,1933,8,2895,0,40,64,2080,21611,2417,5863,42998,9924,291,2384,4238,90,2071,11,4799,0,2015
MI,MI0036,MI0036-002,BLAIR MEMORIAL LIBRARY,03,1,00,00,00,-83.146484,42.536771,26,125,416 NORTH MAIN STREET,CLAWSON,48017,1527,OAKLAND,2485885500,ME,CI,SO,CI1,N,07/01/2013,06/30/2014,11825,1,0,0,1.8,1.8,5.76,443281,6408,3736,475238,215522,105487,321009,47828,0,55008,478052,0,0,0,0,0,69548,10764,5321,4223,7571,0,41,121,1976,108887,9550,5491,101874,27674,4119,12794,10789,162,3382,16,22379,11900,2015
MI,MI0037,MI0037-002,BLOOMFIELD TOWNSHIP PUBLIC LIBRARY,03,1,00,00,00,-83.281696,42.566769,26,125,1099 LONE PINE ROAD,BLOOMFIELD TOWNSHIP,48302,2410,OAKLAND,2486425800,ME,CI,SO,CI2,N,04/01/2013,03/31/2014,41070,1,0,0,16.69,16.69,52.74,4704692,20470,0,5068063,2475463,901695,3377158,410399,102055,704449,5334178,0,0,0,0,0,281550,27539,22640,5711,27350,0,115,493,3453,318547,171964,41938,899661,312512,49617,13942,9221,555,16057,69,16935,67080,2015
MI,MI0038,MI0038-002,BOYNE DISTRICT LIBRARY,03,1,00,00,00,-85.0129067,45.2118464,26,029,201 EAST MAIN STREET,BOYNE CITY,49712,1380,CHARLEVOIX,2315827861,ME,LD,SO,OTH,N,05/01/2013,04/30/2014,7226,1,0,0,0,6.4,7.1,468298,3240,0,511936,238199,60195,298394,34032,8000,46526,520611,0,0,0,0,24327,36739,10274,1179,1726,2269,125,43,90,3248,65723,3000,3870,83163,26085,4115,4224,5340,388,6817,24,10008,7500,2015
MI,MI0039,MI0039-002,BRANCH DISTRICT LIBRARY,03,1,00,00,00,-85.0003331,41.9405361,26,023,10 EAST CHICAGO STREET,COLDWATER,49036,1615,BRANCH,5172782341,ME,LD,MO,CO2,N,01/01/2013,12/31/2013,46905,1,5,0,2,3.95,15.75,864612,23633,0,928081,562840,60246,623086,48620,3096,59986,875352,108440,0,0,108440,19709,117759,3847,2681,2032,9795,0,44,99,7748,173233,6449,21771,159965,62662,5632,9848,7378,611,21787,83,45315,217215,2015
MI,MI0040,MI0040-002,BRANDON TOWNSHIP PUBLIC LIBRARY,03,1,00,00,00,-83.4472208,42.8481548,26,125,304 SOUTH STREET,ORTONVILLE,48462,8636,OAKLAND,2486271460,ME,CI,SO,OTH,N,01/01/2013,12/31/2013,15175,1,0,0,2.8,5.73,12.08,847359,0,0,898213,498243,123493,621736,38626,13084,59466,872171,0,0,0,0,6999,67652,20855,4204,13983,4211,0,42,70,3224,82874,12710,8475,130724,55261,8684,18419,11884,1956,26793,32,15592,2774,2015
MI,MI0041,MI0041-002,BRIDGEPORT PUBLIC LIBRARY,03,1,00,00,00,-83.9068,43.373053,26,145,3399 WILLIAMSON ROAD,SAGINAW,48601,5662,SAGINAW,9897776030,ME,CI,SO,OTH,N,01/01/2013,12/31/2013,12667,1,0,0,1,3,4.5,319930,7430,0,347783,184002,52176,236178,24221,2400,28044,356099,0,0,0,0,0,41187,7000,912,8721,214,0,40,128,3228,80000,4892,9894,47072,10432,320,6923,3564,120,1615,22,42500,3722,2015
MI,MI0042,MI0042-002,BRIDGMAN PUBLIC LIBRARY,03,1,00,00,00,-86.5607,41.9429181,26,021,4460 LAKE STREET,BRIDGMAN,49106,9510,BERRIEN,2694653663,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,5263,1,0,0,1.38,1.38,7.96,324022,2852,0,369564,203110,16633,219743,19828,5374,28890,376962,0,0,0,0,7225,33541,6392,1032,1172,2196,0,43,125,2636,71580,3481,4869,58754,18066,4711,412,1213,448,4943,8,13944,3600,2015
MI,MI0043,MI0043-002,BRIGHTON DISTRICT LIBRARY,03,1,00,00,00,-83.7907935,42.543924,26,093,100 LIBRARY DRIVE,BRIGHTON,48116,4347,LIVINGSTON,8102296571,ME,LD,SO,OTH,N,12/01/2012,11/30/2013,43254,1,0,0,9.13,9.13,30.06,1412883,17725,0,1594021,911374,73742,985116,94002,19803,138143,1566990,1964,0,0,1964,0,89538,9700,11121,2980,9786,0,47,192,2520,193068,25680,27322,369209,132616,21838,28099,47522,576,12940,40,31498,6989,2015
MI,MI0044,MI0044-002,BROWN CITY PUBLIC LIBRARY,03,1,00,00,00,-82.9874019,43.2121749,26,151,4207 MAIN STREET,BROWN CITY,48416,7715,SANILAC,8103462511,ME,CI,SO,OTH,N,05/01/2013,04/30/2014,4005,1,0,0,0,.85,.98,36873,2170,0,39652,,,,4103,0,4103,42766,0,0,0,0,0,14450,0,310,0,235,0,40,54,1752,4250,340,1450,10420,4315,0,213,1057,7,370,3,1750,250,2015
MI,MI0045,MI0045-002,BUCHANAN DISTRICT LIBRARY,03,1,00,00,00,-86.359921,41.827364,26,021,128 EAST FRONT STREET,BUCHANAN,49107,1257,BERRIEN,2696951911,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,10090,1,0,0,1,4,6.35,431030,6467,0,437497,190018,68999,259017,16195,2940,25011,366773,0,0,0,39642,6691,39228,6735,1357,117,3382,145,43,87,2028,48753,1739,5614,57667,22031,5682,665,1462,143,4584,16,7735,2143,2015
MI,MI0046,MI0046-002,BULLARD SANFORD MEMORIAL LIBRARY,03,1,00,00,00,-83.5887541,43.3723085,26,157,520 WEST HURON AVENUE,VASSAR,48768,1245,TUSCOLA,9898232171,ME,LD,MO,OTH,N,07/01/2013,06/30/2014,9705,1,0,1,0,1,4,312563,5535,0,330040,108512,26439,134951,27514,2845,32026,305034,0,0,0,0,0,38413,300,768,0,2245,0,42,70,2262,38473,1843,6413,59808,17475,978,417,1478,92,4097,26,3879,2314,2015
MI,MI0047,MI0047-002,BURLINGTON TOWNSHIP LIBRARY,03,4,00,00,00,-85.078313,42.106401,26,025,135 ELM STREET,BURLINGTON,49029,M,CALHOUN,5177652702,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,1941,1,0,0,.19,1.07,1.79,93282,2156,0,99206,,,,9620,973,13052,92592,0,0,0,0,9708,19466,4486,536,11510,1543,408,41,48,1619,11049,1376,1140,16038,5037,-1,2424,2182,68,1111,7,2773,-1,2015
MI,MI0048,MI0048-002,BURR OAK TOWNSHIP LIBRARY,03,1,00,00,00,-85.3166768,41.8456293,26,149,220 SOUTH SECOND STREET,BURR OAK,49030,5133,ST. JOSEPH,2694892906,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,2611,1,0,0,0,.7,.7,7000,1200,0,27200,,,,3100,0,3250,23450,0,0,0,0,0,16140,0,175,0,350,0,40,34,1456,3086,35,1318,1973,737,0,40,350,12,294,5,1219,105,2015
MI,MI0049,MI0049-002,CADILLAC WEXFORD PUBLIC LIBRARY,03,1,00,00,00,-85.3997363,44.2468938,26,165,411 SOUTH LAKE STREET,CADILLAC,49601,2101,WEXFORD,2317756541,ME,CO,MO,CO2,N,01/01/2013,12/31/2013,35087,1,4,0,3,4,17.38,963634,20143,0,1039565,526587,141693,668280,63853,12925,90607,909629,0,0,78798,80798,191713,89487,8387,3120,1546,3600,112,40,224,10452,210232,7497,24590,149029,54647,13848,272,22,491,8345,61,55791,-1,2015
MI,MI0050,MI0050-002,CALUMET PUBLIC-SCHOOL LIBRARY,03,1,00,00,00,-88.444763,47.2469362,26,061,57070 MINE STREET,CALUMET,49913,2949,HOUGHTON,8003370311,ME,SD,SO,SD2,N,07/01/2013,06/30/2014,8692,1,0,0,0,2.14,4.52,105419,4710,0,112209,67317,16539,83856,9728,2076,12971,107499,891,0,0,891,0,46155,3387,1421,2143,3164,0,45,86,2015,40596,2010,4475,37183,9652,3542,3714,3197,59,1498,28,3245,-1,2015
MI,MI0051,MI0051-002,CAMDEN TOWNSHIP LIBRARY,03,2,00,00,00,-84.7575435,41.7520727,26,059,119 SOUTH MAIN STREET,CAMDEN,49232,9655,HILLSDALE,5173685554,ME,CI,SO,OTH,N,04/01/2013,03/31/2014,4191,1,0,0,0,.7,1.45,53510,2271,806,60973,,,,6382,511,7651,63619,1416,0,0,1416,1416,11902,0,834,0,1592,0,41,50,1520,9152,1300,461,15381,6154,1447,697,1541,390,5872,10,2777,520,2015
MI,MI0052,MI0052-002,CANTON PUBLIC LIBRARY,03,2,00,00,00,-83.4867146,42.2977056,26,163,1200 SOUTH CANTON CENTER ROAD,CANTON,48188,6297,WAYNE,7343970999,ME,CI,SO,CI1,N,01/01/2013,12/31/2013,90173,1,0,0,19.89,19.89,54.22,4871193,45001,0,5173679,2219956,328676,2548632,335868,152535,688238,4726417,0,0,0,0,240346,231109,7662,27888,5364,45566,485,59,608,3600,535488,61818,89295,1642268,510660,29960,12717,13206,1022,28084,151,149363,96939,2015
MI,MI0053,MI0053-002,CARP LAKE TOWNSHIP LIBRARY,03,1,00,00,00,-89.574178,46.755554,26,131,35349 MALL CIRCLE DRIVE,WHITE PINE,49971,M,ONTONAGON,9068855888,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,722,1,0,0,0,.5,.5,23971,361,0,24638,,,,1461,0,2092,21302,0,0,0,0,265,12116,2621,340,1886,631,0,40,9,750,3024,70,250,4097,105,238,1,34,1,2,9,1141,110,2015
MI,MI0054,MI0054-002,CARSON CITY PUBLIC LIBRARY,03,1,00,00,00,-84.846584,43.176959,26,117,102 WEST MAIN STREET,CARSON CITY,48811,M,MONTCALM,9895843680,ME,CI,MO,OTH,N,07/01/2013,06/30/2014,10857,1,1,0,0,3.33,4.23,173259,5883,1726,209413,102778,7998,110776,19873,2403,38955,213135,0,0,0,0,0,40162,3892,1466,1820,1618,0,41,66,4097,50000,12865,2403,39020,11058,2042,10962,5805,87,2020,15,11190,4552,2015
