FMID,MarketName,street,city,County,State,zip,longitude,latitude,Organic
1010383,Jump Start Jackson Farmers Market,4801 Watkins Drive,Jackson,Hinds,Mississippi,39206,-90.192756,32.367615,N
1004537,Junction City Farmers Market I,8th & Jefferson,Junction City,Geary,Kansas,66441,-96.8314,39.0303,-
1004536,Junction City Farmers Market II,6th & Adams,Junction City,Geary,Kansas,66441,-96.8333,39.0282,-
1006118,Juneau Farmers Market,Courthouse Square,Juneau,Dodge,Wisconsin,53039,-88.7035,43.407,-
1011679,"Juneau Food Fest, Farmers Market & Local Food Festival",350 Whittier,Juneau,Juneau,Alaska,99801,-134.413600,58.299893,Y
1009542,Juniata Farmers Market ,Rider Parking Lot- Penn State Altoona- corner of Rider Farm & Juniata Gap Roads,Altoona,,Pennsylvania,16601,-78.4171,40.5424,-
1001822,Ka' U Farmers' Market,In front of Ace Hardware,Na`alehu,Hawaii,Hawaii,96772,-155.575,19.0646,-
1009405,Kahle Park Farmers Market ,Kahle Park,Stateline,,Nevada,89449,-119.935,38.9704,-
1005270,Kailua Distirct Park (People's Open Market),21 South Kainalu Drive,Kailua,Honolulu,Hawaii,96734,-157.7380124,21.3945423,N
1004456,Kailua Farmers Market,"Kailua Town Center, 609  Kailua Road",Kailua,Honolulu,Hawaii,96734,-157.742,21.3941,-
1008502,KailuaTown Farmers Market,315 Kuulei St,Kailua ,Honolulu,Hawaii,96734,-157.7415370,21.3955679,Y
1011351,Kaiser Antioch Farmers' Market,4501 Sand Creek Rd.,Antioch ,Contra Costa,California,,-121.7757953,37.9518978,Y
1006573,Kaiser Fremont CFM,39400 Paseo Padre Parkway,Fremont,Alameda,California,94538,-121.9750428,37.5519778,-
1006571,Kaiser Hayward Farmers' Market,27400 Hesperian Blvd,Hayward,Alameda,California,94545,-122.0949658,37.6306054,N
1002541,Kaiser Medical Center Panorama City FM,13652 Cantara Street,Panorama City,Los Angeles,California,91402,-118.430064,34.220674,Y
1008975,Kaiser Medical Center Woodland Hills,5601 De Soto Avenue,Woodland Hills,Los Angeles,California,91367,-118.589720,34.170913,Y
1006585,Kaiser Oakland Farmers' Market,3801 Howe Street,Oakland,Alameda,California,94607,-122.2565166,37.8246226,Y
1009005,Kaiser Permanente Farmers Market - Anaheim Medical Center,3440 E. La Palma Ave,Anaheim,Orange,California,92806,-117.844815,33.852659,Y
1008375,Kaiser Permanente Fresno Farmers Market,7300 N. Fresno Street,Fresno,Fresno,California,93720,-119.781470,36.843189,Y
1001046,Kaiser Permanente Morse Ave (Sacramento),2025 Morse Avenue,Sacramento,Sacramento,California,,-121.393355,38.601219,Y
1001049,Kaiser Permanente Pointe West,1650 Response Rd,Sacramento,Sacramento,California,,-121.429913,38.596807,N
1011443,Kaiser Permanente San Jose Farmers' Market,"250 Hospital Parkway, San Jose, California 95119",San Jose ,Santa Clara,California,,-121.800143,37.240455,Y
1011444,Kaiser Permanente Santa Clara Farmers' Market,710 Lawrence Expressway,Santa Clara,Santa Clara,California,95051,-121.9985712,37.3363589,Y
1006572,Kaiser Permanente Union City Farmers' Market,3553 Whipple Road,Union City,Alameda,California,94587,-122.0832352,37.6056764,Y
1011485,Kaiser Redwood City Certified Farmers' Market,Veterans Blvd. and Maple St.,Redwood City,San Mateo,California,94063,-122.222647,37.488990,Y
1011502,Kaiser San Francisco Certified Farmers' Market,Geary St. and St. Joseph Ave.,San Francisco,San Francisco,California,94115,-122.442934,37.782694,Y
1003673,Kaiser South Bay Farmers' Market,25825 S. Vermont Avenue,Harbor City,Los Angeles,California,90710,-118.293738,33.790081,Y
1011466,Kaiser South San Francisco Certified Farmers' Market,1200 El Camino Real,South San Francisco ,San Mateo,California,94080,-122.439480,37.658875,Y
1011356,Kaiser Vallejo Farmers' Market,975 Sereno Dr.,Vallejo ,Contra Costa,California,,-122.2484432,38.1276700,Y
1011346,Kaiser Walnut Creek,1425 Main St.,Walnut Creek,Contra Costa,California,,-122.0608974,37.8994941,Y
1002217,Kakaako Farmers' Market,1050 Ala Moana Blvd,Honolulu,Honolulu,Hawaii,96814,-157.855564,21.294941,Y
1001032,Kalaheo Neighborhood Center (Sunshine Markets),Paplina Road off Kaumualli,Kalaheo,Kauai,Hawaii,96741,-159.527,21.9251,-
1016886,Kalamazoo Farmer's Market ,1204 Bank St ,Kalamazoo,Kalamazoo,Michigan,49001,-85.575044,42.279417,Y
1005252,Kalihi Valley District Park (People's Open Market),1911 Kam IV Road,Honolulu,Honolulu,Hawaii,96819,-157.869950,21.344696,N
1001754,Kalispell Farmers Market,Center Street and Fifth Avenue,Kalispell,Flathead,Montana,59903,-114.306,48.2,-
1011859,Kalkaska Farmers Market,353 S. Cedar,Kalkaska,Kalkaska,Michigan,49646,-85.178275,44.730628,-
1006265,Kamas Farmers Market,Kamas Rodeo Grounds,Kamas,Summit,Utah,84036,-111.281,40.643,-
1008118,Kamehameha Community Park (People's Open Market),1400 Kalihi Street,Honolulu,Honolulu,Hawaii,96822,-157.871842,21.334995,N
1012470,Kamm's Corners Farmers Market,16906 Albers Ave.,Cleveland ,Cuyahoga,Ohio,44111,-81.814974,41.449328,Y
1012702,Kamuela Farmers Market,67-139 Pukalani Road,Kamuela,Hawaii,Hawaii,96743,-155.662467,20.016964,Y
1003928,Kanab Farmer's Market,78 S. 100 E.,Kanab,Kane,Utah,84741,-112.5267,37.04661,Y
1012620,Kanawha Farmers Market,,Kanawha,Hancock,Iowa,50447,-93.7932746,42.9377443,N
1005253,Kaneohe District Park (People's Open Market),45-660 Keaahala Road,Kaneohe,Honolulu,Hawaii,96814,-157.809836,21.409885,N
1001039,Kankakee County Farmers Market II,805 N. Kennedy Dr.,Kankakee,Kankakee,Illinois,60901,-87.8785,41.1298,-
1010312,Kankakee Farmers' Market,200 S Schuyler Ave,Kankakee,Kankakee,Illinois,60901,-87.863989,41.118811,Y
1001038,Kankakee Farmers' Market - Spring Market,200 E. Merchant St.,Kankakee,Kankakee,Illinois,60901,-87.86395,41.11913,Y
1011807,Kansas Grown Farmers Market 21st & Ridge,7001 W 21st St N,Wichita,Sedgwick,Kansas,67205,-97.425572,37.722685,Y
1011808,Kansas Grown Farmers Market 21st & Rock,8141 E 21st St N ,Wichita,Sedgwick,Kansas,67206,-97.242456,37.722703,Y
1011809,Kansas Grown Farmers Market Derby,611 N Mulberry Rd,Derby,Sedgwick,Kansas,67037,-97.248313,37.548377,Y
1003614,Kapaa New Town Park (Sunshine Markets),Kahau Road,Kapaa,Kauai,Hawaii,96746,-159.321,22.0764,-
1005254,Kapolei Community Park (People's Open Market),91-1049 Kamaaha Loop,Kapolei,Honolulu,Hawaii,96707,-158.068520,21.333433,N
1006249,Kasilof Flea and Farmers Market,Corner of Mile 111 1/2 Sterling Highway and North Cohoe Loop,Anchorage,,Alaska,,-149.9,61.2181,-
1011714,Katy Trail Market,,Ashland ,Boone,Missouri,,-92.262023,38.778763,-
1006662,Kauai Community Market,3-1901 Kaumualii Highway,Lihue,Kauai,Hawaii,96766,-159.396482,21.967037,Y
1008102,Kauai Culinary Market,Kukuiula Shopping Village,Koloa ,Kauai,Hawaii,96756,-159.469167,21.906667,-
1005873,Kauffman's Farmers Market,1305 Mennonite Church Road,Montezuma,,Georgia,31063,-83.9813,32.3182,-
1005255,Kaumualii Street (People's Open Market), 700 Kalihi Street,Honolulu,Honolulu,Hawaii,96819,-157.877933,21.327477,N
1002030,KC Organics and Natural Market,1/4 mile East of Holmes Road on Red Bridge Road,Kansas City,Jackson,Missouri,64114,-94.575908,38.924954,Y
1007736,KCC Diamond Head Farmers Market,4303 Diamond Head Road,Honolulu,Honolulu,Hawaii,96816,-157.799,21.268,-
1011994,KCK Farmers Market - THURSDAY,Argentine Ln.,Kansas City,Wyandotte,Kansas,66112,-94.7502769,39.1216341,Y
1011992,KCK Farmers Market - TUESDAY,2220 Central Ave,Kansas City,Wyandotte,Kansas,66102,-94.654930,39.108138,Y
1011993,KCK Farmers Market - WEDNESDAY,6th and barnett kck,Kansas City,Wyandotte,Kansas,66101,-94.624191,39.112355,Y
1007527,Keaau Village Farmers Market,16-0550 Olld Volcano Road,Keaau,Hawaii,Hawaii,96749,-155.039,19.6258,-
1005806,Kearney Area Farmers' Market,4700 2nd Ave,Kearney,Buffalo,Nebraska,68847,-99.084957,40.720936,N
1008689,Kearney Area Farmers' Market,5011 N 2nd Ave,Kearney ,Buffalo,Nebraska,68847,-99.081703,40.724882,N
1012346,Keauhou Farmers Market,"78-6831 Alii Dr, Kailua-Kona, HI 96740",Kahaluu-Keauhou ,Hawaii,Hawaii,96740,-155.961611,19.570129,Y
1012414,Kedron Farmers Market ,6001 Hwy. 48 N,Dickson ,Hickman,Tennessee,37055,-87.4769689,35.9436220,-
1001927,Keene Farmers' Market,Rt. 73 at Marcy Airfield,Keene,Essex,New York,12944,-73.786935,44.222025,Y
1010219,Keeseville Farmers' Market,1721 Front St.,Keeseville,Essex,New York,12944,-73.480927,44.504430,-
1003613,Kekaha Neighborhood Center (Sunshine Markets),Elepaio Road,Kekaha,Kauai,Hawaii,96752,-159.718,21.9704,-
1004033,Kekela Farm Market,64-604 Mana Rd,Kamuela,Hawaii,Hawaii,96743,-155.630620,20.026707,N
1001198,Keller Farmers Market,1100 Bear Creek Parkway,Keller,Tarrant,Texas,76244,-97.227,32.9305,-
1003093,Kelseyville Steele Winery Farmers Market,Highway 29 & Thomas Dr.,Kelseyville,Lake,California,95451,-122.876,38.9971,-
1012330,Kelso Bridge Market,351 Three Rivers Mall Drive,Kelso ,Cowlitz,Washington,98626,-122.877161,46.127435,-
1005665,Kemah Farmers and Open Air Market,204 FM 2094,Kemah,Galveston,Texas,77565,-95.0212,29.54093,-
1010254,Kemmerer Farmers Market,800 Pine Ave,Kemmerer ,Lincoln,Wyoming,83101,-110.537704,41.794574,-
1001492,Kenai's Saturday Market,11471 Kenai Spur Hwy,Kenai,Kenai Peninsula,Alaska,99611,-151.261,60.555,N
1008334,Kendallville Main Street Farmer's Market,South Main Street in downtown Kendallville,Kendallville,Noble,Indiana,46755,-85.265532,41.443153,Y
1004136,Kendrick-Juliaetta Farmers Market,Kendrick City Park,Kendrick,,Idaho,83537,-116.647,46.6141,-
1002297,Kenilworth Farmers Market,800 Kenilworth Drive,Towson,Baltimore,Maryland,21209,-76.619285,39.410824,Y
1005850,Kenmore Farmers Market,2919 Delaware Ave at Delaware Rd.,Kenmore,Erie,New York,14217,-78.8698,42.9633,-
1004191,Kennebunk Farmers' Market,"Lafayette Center, 4 Main St",Kennebunk,York,Maine,04043,-70.542994,43.385652,Y
1002099,Kennedy Park Farmers Market," Bradford Ave in Fall River, MA",Fall River,Bristol,Massachusetts,02721,-71.171236,41.695283,N
1001664,Kennedy Plaza Farmers Market,1 w. Chester Street,Long Beach,Nassau,New York,11561,-73.6659437,40.5894142,Y
1003288,Kennesaw Farmers Market,2820 Cherokee Street ,Kennesaw,Cobb,Georgia,30144,-84.614587,34.023400,-
1005578,Kenneth Village,1435 W. Kenneth Rd.,GLENDALE,Los Angeles,California,,-118.281,34.173,-
1006747,Kennett Community Farmers Market,Court House Square,Kennett,Dunklin,Missouri,63857,-90.0562,36.2368,-
1001404,Kennett Square Farmer's Market,101 East State Street,Kennett Square,Chester,Pennsylvania,19348,-75.71158,39.84707,-
1002523,Kennewick Farmers Market,23 West Kennewick Avenue,Kennewick,Benton,Washington,99336,-119.117,46.2087,-
1006527,Kenny Lake Harvest I,Rogue's Garden parking lot,Valdez,,Alaska,99686,-146.348,61.1308,-
1006528,Kenny Lake Harvest II,Corner of Glenn and Richardson Highways,Valdez,,Alaska,99686,-145.476,62.1079,-
1005923,Kenny's Farms,3443 S Market Street,,SHASTA,California,,-122.443,37.7574,-
1005386,Kenosha Farmers Market - Baker Park,Baker Park,Kenosha,Kenosha,Wisconsin,53143,-87.8206,42.5752,-
1005388,Kenosha Farmers Market - Columbus Park,Columbus Park,Kenosha,Kenosha,Wisconsin,53143,-87.8342,42.5859,-
1005387,Kenosha Farmers Market - Lincoln Park,Lincoln Park,Kenosha,Kenosha,Wisconsin,53143,-87.8311,42.5709,-
1005389,Kenosha Farmers Market - Union Park,Union Park,Kenosha,Kenosha,Wisconsin,53143,-87.8215,42.5952,-
1012126,Kenosha HarborMarket,2nd Avenue between 54th and 56th Streets,Kenosha ,Kenosha,Wisconsin,53140,-87.813957,42.586623,Y
1012128,Kenosha Winter HarborMarket ,514 - 56th Street,Kenosha ,Kenosha,Wisconsin,53140,-87.818060,42.585197,Y
1006349,Kensington Farmers Market,Howard Ave Train Station Parking Lot,Kensington,Montgomery,Maryland,20895,-77.072332,39.026769,N
1012269,Kensington Metropark Farmers Market,4570 Huron River Parkway,Milford,Oakland,Michigan,48380,-83.634008,42.551403,Y
1008923,Kensington YM,Ft. Hamilton Pkwy btwn E. 5th and E. 4th,Brooklyn,New York,New York,11218,-73.9500000,40.6500000,Y
1001178,Kent Farmers Market,Downtown Kent at 4th & Smith Steet,Kent,King,Washington,98032,-122.237,47.3831,-
1007469,Kent Farmers Market,Kent Green,Kent,Litchfield,Connecticut,06757,-73.4478,41.6988,-
1001890,Kent Island Farmer's Market,830 Romancoke Rd,Stevensville,Queen Anne's,Maryland,21666,-76.339118,38.960001,Y
1002985,Kenton Farmers' Market,Columbus St at N. Detroit St,Kenton,Hardin,Ohio,43326,-83.609734,40.648150,-
1010867,Kentwood Farmers Market,4950 Breton Rd SE,Kentwood,Kent,Michigan,49508,-85.5954701,42.8740082,-
1005905,Kenwood Community Farmers Market,Warm Springs Road and Channing Row,Kenwood,Sonoma,California,95452,-122.548037,38.412216,-
1010632,Keokuk Farmers Market,River City Mall parking lot,Keokuk,Lee,Iowa,52632,-91.381762,40.393557,N
1000506,Keosauqua Farmers Market,"In front of M & B Repair, Hwy 1 North",Keosauqua,Van Buren,Iowa,52565,-91.9552,40.7246,-
1010150,Kernersville Farmers Market,134 east mountain street,kernersville,Forsyth,North Carolina,27284,-80.0725130,36.1182490,Y
1007852,Kerr Cultural Center Farmers and Craft Market,6110 N. Scottsdale Road,Scottsdale,Mariposa,California,85250,-121.414,38.4876,-
1006852,Kershaw County Farmers Market,631 DeKalb Street,Camden,Kershaw,South Carolina,29020,-80.6085620,34.2457470,Y
1005876,Ketchum Farmers' Market,4th St Heritage Corridor Btwn. Walnut & East Ave.,Ketchum,Blaine,Idaho,83340,-114.3637219,43.6825762,Y
1011734,Kewaunee County Farmers Market,N6975 Hwy 42,Algoma,Kewaunee,Wisconsin,54201,-87.452972,44.576908,-
1009352,Key Biscayne Farmers Market,355 Glenridge Road,Key Biscayne,,Florida,33149,-80.1647,25.6944,-
1005424,Keyport Farmers Market,"Firemans Parking Lot,  West Front Street",Keyport,Monmouth,New Jersey,07735,-74.205798,40.436183,-
1009287,Keys Gate Farmer's Market ,888 Kingman Road,Homestead,,Florida,33035,-80.4381,25.4616,-
1001395,Keyser Farmers Market-Fort Ashby Farmers Market,Across from Mineral County Fairgrounds,Keyser,Mineral,West Virginia,26726,-78.7613,39.4967,-
1007390,Kiel Farmers Market,4th and Paine St.,Kiel,Manitowoc,Wisconsin,,-88.0343,43.9136,-
1002937,Kilauea Neighborhood Center (Sunshine Markets),Kenecke off Lighthouse Road,Kilauea,Kauai,Hawaii,96754,-159.406,22.2112,-
1010113,Killearn Farmers Market,4819 Kerry Forest Pkwy,Tallahassee ,Leon,Florida,32309,-84.2148431,30.5371013,N
1009413,Kimball Ridge Family Market ,"Corner of Kimball & Ridgeway Ave., in the Ridgeway",Waterloo,,Iowa,50702,-92.357,42.4694,-
1004245,Kinderhook Farmers Market,village green            green st.,kinderhook,Columbia,New York,12106,-73.699830,42.396032,Y
1006379,King & Queen Community Development Farmers Market,120 Marsh Lane- Walkerton Boat Ramp,Walkerton,King and Queen,Virginia,23177,-77.0231,37.725,Y
1000922,King City Certified Farmers Market,100 & 200 Block of Broadway St.,King City,Monterey,California,93930,-121.123753,36.214155,Y
1000617,King Estate Market Place,20 Miles SW of Eugene near Lorane,Eugene,Hood River,Oregon,97405,-121.531,45.6905,-
1010636,King Farmers' Market,105 Moore Road,King ,Stokes,North Carolina,27021,-80.341586,36.276453,Y
1004921,King Ferry Farmers Market,State Route 34B,King Ferry,Cayuga,New York,13081,-76.6175,42.6666,Y
1012698,King George Farmers' Market,10381 Ridge Road,King George ,King George,Virginia,22485,-77.1638413,38.2577486,N
1011182,King Street Station Farmers' Market,1755 Duke Street  (in the courtyard),Alexandria ,Alexandria,Virginia,22314,-77.060783,38.805003,-
1000653,King's Beach Farmers Market,Highway 28 & Coon St.,Kings Beach,Placer,California,96143,-120.15,39.15,-
1003171,Kingfield Farmers Market,4310 Nicollet Ave. S.,Minneapolis,Hennepin,Minnesota,55409,-93.278142,44.924521,Y
1004419,Kingfield Farmers' Market,Main St (Rt. 27),Kingfield,Franklin,Maine,04947,-70.2238,45.0462,-
1012794,Kingman Farmers Market,102 E Beale St,Kingman,Mohave,Arizona,86401,-114.057378,35.189720,Y
1001665,Kings Park Farmers Market,25A and Main Street,Kings Park,Suffolk,New York,11754,-73.2549800,40.8848210,Y
1005191,Kingsford Farmers Market,,Kingsford,,Michigan,49801,-83.1816,42.6628,-
1009344,Kingsley Market ,Brownson Memorial Park,Kingsley,,Michigan,49649,-85.5362,44.583,-
1003789,kingsport farmers market,conor of clinchfild and center street,kingsport tn.,Sullivan,Tennessee,,-82.5648,36.551,N
1011090,Kingston Farmers Market,Mike Wallace park,Kingston,Kitsap,Washington,98346,-122.4969392,47.7961767,-
1003269,Kingston Farmers' Market,Wall Street - Uptown Kingston,Kingston,Ulster,New York,12402,-74.019467,41.932788,Y
1010308,Kingston Springs Farmers & Artisans Market,147 Harpeth View Trail,Kingston Springs ,Cheatham,Tennessee,37082,-87.0965400,36.0890320,N
1016777,Kingstowne Farmers Market,5870 Kingstowne Center,Alexandria,Fairfax,Virginia,22315,-77.135736,38.772727,N
1001029,Kingwood Farmers Market,106 W Main Street,Kingwood,Preston,West Virginia,26537,-79.687614,39.472237,N
1002919,Kinoole Farmer's Market,1990 Kinoole Street,Hilo,Hawaii,Hawaii,96720,-155.070111111111,19.6904555555556,-
1009262,Kirby's Farmers' Market ,67 N. Main St,Medford,,New Jersey,08055,-74.8234,39.9026,-
1000666,Kirkland Wedneseday Market,"Marina Park, 25 lakeshore plz ",Kirkland,King,Washington,98033,-122.2088210,47.6754967,Y
1008594,Kirksville Kiwanis Farmers' Market,North Elson and East Washington Streets,Kirksville,Adair,Missouri,63501,-92.584302,40.194697,-
1005096,Kirkwood Farmers' Market,150 E. Argonne,Kirkwood,St. Louis,Missouri,63122,-90.4024,38.5793,-
1009508,Kissimmee Valley Farmer's Market ,421 Broadway,Kissimmee,,Florida,34741,-81.4042,28.2955,-
1011117,Kittery Community Market,10 Shapleigh Road,Kittery ,York,Maine,03904,-70.736542,43.090021,Y
1002224,Kittitas County Farmers Market,Wells Fargo Bank parking lot,Ellensburg,Kittitas,Washington,98926,-120.547,46.9955,-
1000751,kitty hawk farm & flea market,4100 N.Croatan Hwy,Kitty Hawk,Dare,North Carolina,27949,-75.6975,36.0718,-
1000560,Klamath Falls Farmers Market Assoc. Inc.,100 block S 9th st.,Klamath Falls,Klamath,Oregon,97601,-121.779885,42.226484,Y
1006065,Klem's Farmer's Market in Spencer,"117 West Main Street, Route 9",Spencer,Worcester,Massachusetts,01562,-72.2005,42.2694,-
1001453,Knightstown Farmers' Market,N Washington St,Knightstown,Rush,Indiana,46148,-85.5245,39.796,-
1004443,KNOW YOUR FARMER KNOW YOUR FOOD FARMERS MARKET,1409 Old Lake Park Road,Valdosta,Lowndes,Georgia,31602,-83.2004,30.7396,Y
1002203,Knox County Farmers Market,Mt. Vernon City Square,Mt. Vernon,Knox,Ohio,,-82.9796,39.971,-
1002690,Knox Farmers Market,1601 South Heaton Street,Knox,Starke,Indiana,46534,-86.6206576,41.2826208,-
1009962,Knoxville Farmers Market -Laurel,3457 Kingston Pike,Knoxville ,Knox,Tennessee,,-83.960966,35.947756,Y
1012465,Knoxville Farmers Market- Ebenezer Road,1001 Ebenezer Road,Knoxville ,Knox,Tennessee,37923,-84.0706129,35.8930945,-
1012464,Knoxville Farmers Market- Lakeshore,Lakeshore Park,Knoxville,Knox,Tennessee,,-83.9883144,35.9221074,-
1012628,Knoxville Farmers' Market ,,Knoxville ,Marion,Iowa,50138,-93.097039,41.318334,-
1010874,Kokomo Downtown Farmers' Market,Intersection of Mulberry and Washington Streets,Kokomo,Howard,Indiana,46901,-86.133519,40.488463,N
1010491,KOLLSTEDT FAMILY FARM,4655 RIVER ROAD ,Fairfield ,Butler,Ohio,45014,-84.567481,39.351705,-
1001127,Koloa Ball Park (Knudsen) (Sunshine Markets),Maluhia Road,Koloa,Kauai,Hawaii,96756,-159.465,21.9081,-
1007538,Kona Pacific Farmer's Cooperative Farmers' Market,By the Pink Donkey sign,Captain Cook,Hawaii,Hawaii,96704,-155.916,19.4897,-
1010722,Kona Sunset Farmers Market,"Kmart Parking Lot, Makalapua Shopping Center",Kailua Kona,Hawaii,Hawaii,96740,-156.000570,19.652480,Y
1000954,Koo Koose Farmers Market,"Town of Sanford Garage, 192 Front St,",Deposit,Broome,New York,13754,-75.4233,42.0609,-
1002240,Kooskia/Kamiah Farmers Market,"Longcamp RV Park, Mile Post 68 on Hwy. 12",Kamiah,,Idaho,83536,-116.029,46.2271,-
1001306,Kootenai County Farmers Market I,Corner of Hwy. 95 & Prairie Ave.,Hayden,Kootenai,Idaho,83835,-116.792,47.7444,-
1001307,Kootenai County Farmers Market II,5th between Sherman and Front St.,Hayden,,Idaho,83835,-116.787,47.766,-
1011753,Koreshan Sunday Farmers' Market,3800 Corkscrew Road,Estero,Lee,Florida,33928,-81.813049,26.433792,-
1000183,"Kosciusko County Farmers' Market, LLC",1400 Smith Street (Kosciusko County Fairgrounds),Warsaw,Kosciusko,Indiana,46580,-85.8379,41.2322,Y
1002799,Kossuth County Farmers Market,Corner of Dodge & Nebraska Streets,Algona,Kossuth,Iowa,50511,-94.0956,43.3755,-
1002140,Kronenwetter Farmer's Market,2390 Terrebonne Drive,Kronenwetter,Marathon,Wisconsin,54455,-89.623096,44.853861,-
1016770,Ktizo UCC Farmers' Market,8740 N. 35th ave,Phoenix,Maricopa,Arizona,85051,-112.134509,33.565282,-
1007530,Kukui Grove Shopping Center Farmers Market,Kukui Grove Shopping Center,Lihue,Kauai,Hawaii,,-159.393,21.9674,-
1000520,Kuna Farmers Market,Main Street and Linder,Kuna,Ada,Idaho,83634,-116.415209,43.490515,-
1009523,Kunnaris Farm Market ,1303 8th Street South,Virginia,,Minnesota,55792,-92.5537,47.516,-
1004742,Kuyahoora Valley Farmers Market,5 Blue Heron Dr.,Barneveld,Herkimer,New York,13304,-75.1694,43.2161,-
1007629,L'Anse Farmers Market,Broad St,L'Anse,Baraga,Michigan,49946,-88.444,46.7504,-
1004330,L.A. Adams/Vermont Farmers Market,"1432 W. Adams, St. Agnes Catholic Church",Los Angeles,Los Angeles,California,90007,-118.292,34.0324,-
1005487,L.A. Arts District Little Tokyo Farmers Market,"700 Block, Traction St. & 3rd St.",Los Angeles,Los Angeles,California,90039,-118.236,34.0459,-
1002082,L.A. Central Avenue Farmers Market,43rd St. & Central Ave.,Hollywood,Los Angeles,California,90028,-121.448,38.5706,-
1005154,L.A. Chinatown Farmers Market,727 North Hill & Alpine,Los Angeles,Los Angeles,California,90012,-118.24,34.0628,-
1004896,L.A. Harambee Farmers Market,Crenshaw & Slausan,Los Angeles,Los Angeles,California,90010,-118.331,33.989,-
1003447,L.A. Larchmont Village Farmers Market,"Larchmont Bldg., Lot #694",Los Angeles,Los Angeles,California,90042,-118.324,34.0834,-
1002081,L.A. Leimert Park Farmers Market,43rd St. & Degnan,Hollywood,Los Angeles,California,90028,-118.34,34.0106,-
1003446,L.A. Melrose Place Farmers Market,Melrose Place & Croft,Los Angeles,Los Angeles,California,90029,-118.374,34.0841,-
1005752,L.A. Seventh & Fig Farmers Market,Figueroa St. & 7th,Los Angeles,Los Angeles,California,90017,-118.26,34.0494,-
1001269,L.A. Silverlake Farmers Market,9700 Sunset Blvd.,Los Angeles,Los Angeles,California,90029,-118.282,34.0943,-
1003441,L.A. Wilshire Center Farmers Market,Mariposa & Wilshire,Tarzana,Los Angeles,California,91356,-119.016,36.0678,-
1004942,L.I.N.A. Farmers Market,8th and Bancroft Parkway,Wilmington,New Castle,Delaware,19805,-75.5722,39.753,-
1003444,La Canada Flintridge Farmers Market,Beulah Dr. & Foothill Ave.,La Canada Flintridge,Los Angeles,California,91011,-118.198,34.2035,-
1009715,La Cienega CFM at Kaiser WLA,6041 Cadillac Avenue and La Cienega Blvd.,Mid-City Los Angeles,Los Angeles,California,90034,-118.375266,34.038659,Y
1009714,La Cienega Farmers' Market,1801 So. La Cienega Blvd. and 18th Street,Mid-City Los Angeles,Los Angeles,California,90035,-118.377144,34.044349,Y
1002405,La Crescent Farmers Market,420 S 2nd Street,La Crescent,Houston,Minnesota,55947,-91.3064796,43.8271774,N
1003343,La Familia Verde Farmers Market,East Tremont Ave. at Lafontaine Ave.,Bronx,Bronx,New York,10460,-73.894306,40.846393,Y
1009424,La Follette Park ,1333 N. Laramie,Chicago,,Illinois,,-87.755263,41.905314,-
1001700,La Grande Farmers' Market,Adams Ave and 4th Street,La Grande,Union,Oregon,97850,-118.096306,45.329908,Y
1011114,La Grange Farmers Market,La Grange Road and Harris Avenue,La Grange,Cook,Illinois,60525,-87.8696183,41.8141344,-
1007426,La Grange Farmers' Market & Artisans,100 W. Main Street,La Grange,Oldham,Kentucky,40031,-85.3796,38.4076,N
1009451,La Jara Farmer's Market ,Corner of Girard St. and Genter Ave. ,La Jolla,,California,92037,-117.272,32.8376,-
1001366,La Marqueta,1607 Park avenue,Manhattan,New York,New York,10029,-73.9437,40.7982,-
1001365,La Marqueta Farmers Market,"La Marqueta, E. 115th St & Park Ave, E. Harlem",New York City,New York,New York,,-73.9438,40.7983,-
1005521,La Mesa Certified Farmers Market,Corner of University and Spring St.,La Mesa,San Diego,California,91941,-117.022129,32.767141,Y
1006071,La Plata Farmers' Market,Washington Avenue,La Plata,Charles,Maryland,20646,-76.978626,38.530173,-
1001948,La Plaza Latino Farmer's Market,"4802 Warwick Road, Richmond, VA 23224",Richmond,Richmond City,Virginia,23224,-77.4797785,37.4835568,-
1007845,La posada FM,Continental Rd and Park centre Ave,Green Valley,Pima County,Arizona,,-110.975,31.8565,-
1004880,La Reine Farmers Market,Estate Body Slob,Saint Croix,Christiansted,Virgin Islands,,-64.7789,17.7322,-
1007018,La Union Farmers' Market,"Town Park, corner of Telles & Campo Santo",La Union,Dona Ana,New Mexico,,-106.664,31.9481,-
1009331,LaCenter Community Farmers Market ,401 Aspen Ave. (between 4th St. & 5th St.),La Center,,Washington,98629,-122.671,45.8623,-
1006879,Lacey Farmers Market,Woodland Loop Square,Lacey,Thurston,Washington,98503,-122.824,47.0414,-
1006058,Laconia Farmers Market,East Beacon Street Extension,Laconia,Belknap,New Hampshire,03247,-71.468591,43.527590,N
1002135,Laconia Main Street Outdoor Marketplace,Main and Pleasant Streets,Laconia,Belknap,New Hampshire,03246,-71.470817,43.528653,-
1001598,LaCrosse Farmers Market,North of the Railroad Tracks on East Side,LaCrosse,Rush,Kansas,67548,-99.3115,38.5336,-
1006673,Lafayette County Famers Market (Concordia),"Central Park, 600 Main Street",Concordia,Lafayette,Missouri,,-93.5726,38.9858,-
1008768,Lafayette County Farmers' Market - Higginsville,15 East 20th Street,Higginsville,Lafayette,Missouri,64037,-93.716878,39.075013,-
1008770,Lafayette County Farmers' Market - Lexington,1211 Main Street,Lexington,Lafayette,Missouri,64067,-93.880845,39.185393,-
