STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,TOTEXPCO,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO,VIDEO,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,LOANTO,LOANFM,TOTPRO,TOTATTEN,GPTERMS,PITUSR,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO
MA,MA0192,MONTEREY,MONTEREY PUBLIC LIBRARY,452 MAIN RD.,MONTEREY,01245,9733,BERKSHIRE,4135283795,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,950,1,0,0,0,0.55,0.61,47378,2215,0,50095,,,,8409,175,12050,52845,0,0,0,0,0,6963,974,1911,998,29,18,680,6962,249,492,12145,2133,1229,1244,43,507,2,1560,2010,01,1,00,00,00,-73.176602,42.21248,25,003
MA,MA0193,MOUNT WASHINGTON,MOUNT WASHINGTON PUBLIC LIBRARY,TOWN HALL 118 EAST STREET,MOUNT WASHINGTON,01258,9704,BERKSHIRE,4135281798,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,136,1,0,0,0,0.25,0.25,1151,1933,0,3084,,,,518,0,773,6421,0,0,0,0,0,1299,0,37,75,3,2,1510,235,76,97,1348,459,0,0,0,0,1,143,2010,01,2,00,00,00,-73.47361,42.13043,25,003
MA,MA0194,NAHANT,NAHANT PUBLIC LIBRARY,15 PLEASANT ST.,NAHANT,01908,1633,ESSEX,7815810306,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,3498,1,0,0,1,1.63,3.61,182988,3999,0,186987,123510,460,123970,38232,0,38387,181406,0,0,0,0,0,68341,0,540,461,0,79,2127,12092,4293,2236,24204,8267,0,126,38,1027,0,0,2010,01,2,00,00,00,-70.913212,42.42421,25,009
MA,MA0195,NANTUCKET,NANTUCKET ATHENEUM,1 INDIA STREET,NANTUCKET,02554,3519,NANTUCKET,5082281110,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,11215,1,0,0,2.9,2.9,13.56,641650,9359,7350,658359,217258,105337,322595,71030,3521,97360,658359,0,0,0,0,0,48945,0,3085,3809,41,166,2320,143978,8462,7129,144635,59625,19681,17667,863,29115,16,20384,2010,01,1,00,00,00,-70.098321,41.28429,25,019
MA,MA0196,NATICK-MORSE,MORSE INSTITUTE LIBRARY,14 EAST CENTRAL STREET,NATICK,01760,4630,MIDDLESEX,5086476520,ME,CI,MO,OTH,N,07/01/2008,06/30/2009,30286,1,0,1,7.83,14.25,28.24,1857312,54111,41000,2178693,1587678,29800,1617478,192644,6586,297209,1999251,0,0,0,0,0,165064,0,12319,12716,45,204,3399,534967,32856,19550,579105,241239,84379,52169,972,17568,20,33228,2010,01,2,00,00,00,-71.345882,42.28403,25,017
MA,MA0197,NEEDHAM,NEEDHAM FREE PUBLIC LIBRARY,1139 HIGHLAND AVE.,NEEDHAM,02494,3298,NORFOLK,7814557559,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,28560,1,0,0,8.97,11.05,25.47,1284500,33609,0,1386301,1002789,30752,1033541,130458,2755,171146,1282660,25000,5200,0,34475,16637,136934,0,8558,10751,40,350,3375,349763,40326,18793,559498,234752,49489,56798,344,12248,29,39780,2010,01,1,00,00,00,-71.234902,42.28756,25,021
MA,MA0198,NEW BEDFORD,NEW BEDFORD FREE PUBLIC LIBRARY,613 PLEASANT STREET,NEW BEDFORD,02740,6203,BRISTOL,5089916275,ME,CI,MO,CI1,N,07/01/2008,06/30/2009,91365,1,4,1,8,9,30.33,2211322,170303,11975,2530392,1323843,600319,1924162,267633,8327,333473,2487576,0,46486,0,93439,5000,394523,706,14934,10363,43,457,11944,195867,13260,39584,265124,87914,37078,49763,357,5072,43,38532,2010,01,1,00,00,00,-70.926985,41.63506,25,005
MA,MA0199,NEW BRAINTREE,NEW BRAINTREE PUBLIC LIBRARY,45 MEMORIAL DRIVE,NEW BRAINTREE,01531,0067,WORCESTER,5088677650,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,1116,1,0,0,0,0.8,0.8,12983,437,0,15618,,,,4305,0,7094,16566,0,0,0,25680,25680,8671,0,287,1251,33,2,653,3331,625,659,7104,3890,0,26,9,799,2,104,2010,01,2,00,00,00,-72.12231,42.3171,25,027
MA,MA0200,NEW MARLBOROUGH,NEW MARLBOROUGH TOWN LIBRARY,1 MILL RIVER -GREAT BARRINGTON ROAD,MILL RIVER,01230,1651,BERKSHIRE,4132296668,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,1508,1,0,0,0,1,1.3,76907,3589,0,94103,,,,11716,0,20835,70859,0,0,0,0,0,13035,0,286,1269,29,65,1566,8904,845,509,22213,8490,1298,2118,85,2294,5,3016,2010,01,2,00,00,00,-73.269359,42.11962,25,003
MA,MA0201,NEW SALEM,NEW SALEM PUBLIC LIBRARY,24 SOUTH MAIN STREET,NEW SALEM,01355,9714,FRANKLIN,9785446334,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,990,1,0,0,0,0.75,0.93,38843,3158,0,44782,,,,6356,80,8530,42641,0,0,0,0,5025,7931,0,375,1706,29,27,904,4743,123,316,11595,1611,1265,1213,36,345,4,936,2010,01,2,00,00,00,-72.331414,42.50038,25,011
MA,MA0202,NEWBURY,NEWBURY TOWN LIBRARY,0 LUNT ST.,BYFIELD,01922,1232,ESSEX,9784650539,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,6934,1,0,0,1,3.4,5,259913,9534,0,275099,198288,1125,199413,30509,1166,43012,319509,0,0,0,0,0,44482,0,4458,4519,35,75,1625,58203,3500,4965,75764,39223,10931,9674,178,5283,16,7280,2010,01,2,00,00,00,-70.94764,42.75798,25,009
MA,MA0203,NEWBURYPORT,NEWBURYPORT PUBLIC LIBRARY,94 STATE ST.,NEWBURYPORT,01950,6619,ESSEX,9784654428,ME,CI,MO,CI1,N,07/01/2008,06/30/2009,17542,1,1,0,5.95,11.13,19.91,1180464,31489,0,1274603,843181,20778,863959,138514,10070,191321,1242367,31444,0,0,31444,0,105835,0,7460,4782,44,157,3584,305582,16338,15842,340272,113697,30883,33596,301,5445,20,45500,2010,01,1,00,00,00,-70.870892,42.80887,25,009
MA,MA0204,NEWTON,NEWTON FREE LIBRARY,330 HOMER STREET,NEWTON CENTRE,02459,1429,MIDDLESEX,6177961400,ME,CI,SO,CI1,N,07/01/2008,06/30/2009,82139,1,0,0,25.05,28.97,71.65,5196652,130462,0,5646023,3497412,653099,4150511,511944,87544,800289,5586021,0,0,0,0,11314,518908,0,38857,30312,82,649,3379,735280,141921,48068,1799135,602826,157625,125706,1588,41356,48,124800,2010,01,1,00,00,00,-71.207589,42.33629,25,017
MA,MA0205,NORFOLK,NORFOLK PUBLIC LIBRARY,139 MAIN ST.,NORFOLK,02056,1432,NORFOLK,5085283380,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,11029,1,0,0,2.63,4.28,6.96,469682,33357,0,525082,347224,86806,434030,70421,3781,91798,668618,0,0,0,0,0,60930,706,5433,4912,42,136,2462,72867,1651,5729,116529,52170,21015,16383,391,6899,16,9308,2010,01,1,00,00,00,-71.325016,42.11962,25,021
MA,MA0206,NORTH ADAMS,NORTH ADAMS PUBLIC LIBRARY,74 CHURCH ST.,NORTH ADAMS,01247,4194,BERKSHIRE,4136623133,ME,CI,SO,CI1,N,07/01/2008,06/30/2009,13711,1,0,0,3.75,8.24,8.74,397544,18560,0,417138,283084,60632,343716,49002,4006,71307,486381,0,17858,0,28520,3760,43203,964,5505,6626,31,111,2489,96966,2243,6999,154756,28905,14547,13448,305,5271,9,18148,2010,01,1,00,00,00,-73.108808,42.69773,25,003
MA,MA0207,NORTH ANDOVER,STEVENS MEMORIAL LIBRARY,345 MAIN STREET,NORTH ANDOVER,01845,2636,ESSEX,9786889505,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,27522,1,0,0,5.14,6.06,11.9,791328,5272,0,802800,535488,212159,747647,96995,10389,125152,1008338,0,30422,0,44772,32685,123511,0,6845,4758,53,129,3263,175985,26758,29268,213598,102153,19249,30053,611,7590,22,46592,2010,01,1,00,00,00,-71.126149,42.69648,25,009
MA,MA0208,NORTH ATTLEBOROUGH,RICHARDS MEMORIAL LIBRARY,118 NORTH WASHINGTON STREET,NORTH ATTLEBOROUGH,02760,1633,BRISTOL,5086990122,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,27794,1,0,0,4.61,5,10.38,571684,38075,10000,656259,455223,987,456210,49644,11110,81503,602292,0,0,0,0,0,44537,706,3477,3016,46,107,3032,170000,4000,12440,147152,70868,17086,27891,238,3583,3,8320,2010,01,1,00,00,00,-71.332052,41.98523,25,005
MA,MA0209,NORTH BROOKFIELD,HASTON FREE PUBLIC LIBRARY,161 MAIN STREET,NORTH BROOKFIELD,01535,1473,WORCESTER,5088670208,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,4833,1,0,0,0,1.88,2.13,88636,8586,0,98750,54204,27737,81941,17767,230,21993,138384,0,0,0,0,3442,21183,974,2799,1782,38,45,1326,24164,1220,2551,32869,9908,4353,8303,98,1533,9,1716,2010,01,1,00,00,00,-72.084999,42.26814,25,027
MA,MA0210,NORTH READING,FLINT MEMORIAL LIBRARY,147 PARK ST.,NORTH READING,01864,2542,MIDDLESEX,9786644942,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,17272,1,0,0,3.5,3.5,6.9,433867,7550,12500,459130,323145,22952,346097,64333,2026,81735,532593,61000,10010,0,96010,27519,72499,0,4876,3543,34,159,2129,43836,8677,7585,100836,43525,17001,10960,258,7134,11,13000,2010,01,1,00,00,00,-71.07607,42.5744,25,017
MA,MA0211,NORTHAMPTON-FORBES,FORBES LIBRARY,20 WEST ST.,NORTHAMPTON,01060,3798,HAMPSHIRE,4135871011,ME,CI,SO,CI1,N,07/01/2008,06/30/2009,25541,1,0,0,7.94,15.15,21.24,1085926,53195,0,1319258,938893,26061,964954,149360,16482,201014,1367781,0,0,0,0,0,154616,952,14187,7536,43,300,2338,222662,41487,17008,337524,96558,24633,35788,1522,18635,28,53196,2010,01,1,00,00,00,-72.636523,42.3163,25,015
MA,MA0212,NORTHBOROUGH,NORTHBOROUGH FREE LIBRARY,34 MAIN ST.,NORTHBOROUGH,01532,1942,WORCESTER,5083935025,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,14646,1,0,0,2,3,10.38,680422,20074,5000,783485,464656,3578,468234,78604,9935,116203,670469,0,868779,0,1268779,4512916,63985,974,4659,3329,43,220,2416,37027,8539,9416,136082,69523,13187,12872,263,5779,21,7956,2010,01,1,00,00,00,-71.640189,42.31954,25,027
MA,MA0213,NORTHBRIDGE,WHITINSVILLE SOCIAL LIBRARY,17 CHURCH ST.,WHITINSVILLE,01588,1413,WORCESTER,5082342151,ME,NP,SO,OTH,N,07/01/2008,06/30/2009,14383,1,0,0,0,1.2,2.3,85000,0,0,240339,71723,17931,89654,24048,0,28841,189518,0,0,0,0,0,48735,0,1108,3130,32,73,1958,91275,7837,2956,58956,24042,0,432,78,2311,4,2600,2010,01,2,00,00,00,-71.663516,42.11076,25,027
MA,MA0214,NORTHFIELD-DICKINSON,DICKINSON MEMORIAL LIBRARY,115 MAIN STREET,NORTHFIELD,01360,1097,FRANKLIN,4134982455,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,3026,1,0,0,1,2.1,2.58,136146,4378,755,146535,88822,25183,114005,21351,586,33638,168514,0,1194,6745,8670,7820,16105,974,3172,2231,35,44,1504,24576,441,2132,46064,14988,6534,8802,129,2096,5,1040,2010,01,1,00,00,00,-72.453536,42.69994,25,011
MA,MA0215,NORTON,NORTON PUBLIC LIBRARY,68 E. MAIN STREET,NORTON,02766,2310,BRISTOL,5082850265,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,19186,1,0,0,2.63,3.43,5.23,456127,26533,0,539925,320583,13746,334329,55308,4764,75367,530297,0,0,0,0,15017,55579,707,3356,1908,41,87,1317,58166,5785,12529,79470,33464,9765,12292,213,6221,4,5980,2010,01,2,00,00,00,-71.179455,41.9709,25,005
MA,MA0216,NORWELL,NORWELL PUBLIC LIBRARY,64 SOUTH ST.,NORWELL,02061,2433,PLYMOUTH,7816592015,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,10293,1,0,0,3.75,4.69,7.07,551402,20998,7500,590888,358352,89588,447940,60277,9256,112263,666685,15000,0,0,15000,10840,51009,0,6498,5830,43,630,2457,70733,5299,5332,134040,23203,32238,20282,427,8046,12,9700,2010,01,2,00,00,00,-70.834778,42.15268,25,023
MA,MA0217,NORWOOD,MORRILL MEMORIAL LIBRARY,33 WALPOLE ST.,NORWOOD,02062,0220,NORFOLK,7817690200,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,28211,1,0,0,7.38,10.13,20.21,1388628,40497,0,1455916,1088027,46187,1134214,143106,12898,192400,1492120,0,0,0,54687,7380,99524,0,7395,5061,49,180,3148,215177,20624,14414,316426,114992,33161,29419,334,5125,15,33852,2010,01,1,00,00,00,-71.203851,42.191,25,021
MA,MA0218,OAK BLUFFS,OAK BLUFFS PUBLIC LIBRARY,56R SCHOOL STREET,OAK BLUFFS,02557,M,DUKES,5086939433,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,3735,1,0,0,3,3,6.5,425061,10388,5000,444146,344944,36315,381259,61793,7537,94593,579177,0,0,0,0,0,28685,73,3786,5260,46,104,2036,74611,7397,3184,104327,28118,20197,11953,456,4057,23,23712,2010,01,1,00,00,00,-70.557772,41.45586,25,007
MA,MA0219,OAKHAM,FOBES MEMORIAL LIBRARY,4 MAPLE ST.,OAKHAM,01068,9790,WORCESTER,5088823372,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,1914,1,0,0,0,0.45,1.2,51709,1568,0,54527,,,,7896,0,11095,58851,0,2318,0,74869,250,11866,0,173,615,32,21,1172,4891,250,780,6709,999,0,262,70,1009,3,1040,2010,01,2,00,00,00,-72.042787,42.35352,25,027
MA,MA0220,ORANGE,WHEELER MEMORIAL LIBRARY,49 EAST MAIN STREET,ORANGE,01364,1267,FRANKLIN,9785442495,ME,CI,MO,OTH,N,07/01/2008,06/30/2009,7688,1,1,0,1.75,1.75,4.93,255966,16814,0,273516,179772,750,180522,34664,975,53238,289427,0,4000,0,33412,0,45279,974,3393,5044,30,92,2407,42305,3546,3943,59140,17790,8889,9300,211,3935,13,10504,2010,01,1,00,00,00,-72.307369,42.5909,25,011
MA,MA0221,ORLEANS,SNOW LIBRARY,67 MAIN ST.,ORLEANS,02653,2413,BARNSTABLE,5082403760,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,6269,1,0,0,2,4.14,8.23,494756,14561,0,560373,353369,83630,436999,65917,15091,108062,633608,0,802,0,9610,5398,60104,73,5411,2802,55,110,2399,162789,5219,5182,178830,42164,11483,24595,453,11427,6,15600,2010,01,1,00,00,00,-69.988583,41.78604,25,001
MA,MA0222,OTIS,OTIS FREE PUBLIC LIBRARY,48 MAIN ST.,OTIS,01253,0126,BERKSHIRE,4132690109,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,1396,1,0,0,0,0.67,0.67,39000,2214,0,48766,,,,7253,0,7833,37482,0,0,0,0,2257,7589,0,467,1510,29,6,1121,7788,520,391,7839,1445,0,302,26,280,2,2184,2010,01,1,00,00,00,-73.096666,42.2104,25,003
MA,MA0223,OXFORD,OXFORD FREE PUBLIC LIBRARY,339 MAIN ST.,OXFORD,01540,1729,WORCESTER,5089876003,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,13615,1,0,0,2.44,5.96,6.71,401530,24194,0,425724,305189,76297,381486,60674,0,74240,502021,0,0,0,0,0,49349,0,3088,3257,34,105,2373,86402,260,7886,104452,50337,12419,12005,367,15427,16,13260,2010,01,2,00,00,00,-71.864585,42.11858,25,027
MA,MA0224,PALMER,PALMER PUBLIC LIBRARY,1455 NORTH MAIN ST.,PALMER,01069,1201,HAMPDEN,4132833330,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,12933,1,0,0,1.75,8.75,10.35,729927,0,0,743756,464983,196984,661967,67727,23291,120855,940391,0,28709,12228,87340,0,60387,974,8215,5965,67,180,2524,142409,27261,10605,124448,37853,22976,11251,231,3900,46,39312,2010,01,1,00,00,00,-72.331283,42.15844,25,013
MA,MA0225,PAXTON,RICHARDS MEMORIAL LIBRARY,44 RICHARDS AVE.,PAXTON,01612,1125,WORCESTER,5087540793,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,4632,1,0,0,0.2,3.78,4.06,170746,10112,0,190031,105273,23020,128293,27849,0,34988,186504,0,0,0,2855,3725,26032,0,1338,2130,32,98,1553,28943,380,3119,56865,21053,1963,1316,86,1538,6,4160,2010,01,2,00,00,00,-71.927524,42.31393,25,027
MA,MA0226,PEABODY,PEABODY INSTITUTE LIBRARY,82 MAIN ST.,PEABODY,01960,5592,ESSEX,9785310100,ME,CI,MO,CI1,N,07/01/2008,06/30/2009,51331,1,2,0,5.73,11.08,28.36,1634543,63655,6000,1758660,1166300,291575,1457875,163392,10149,211636,1917324,0,8000,0,8000,33399,146947,0,7157,7734,52,306,7555,304780,29041,31560,281861,99362,26118,25445,726,12830,32,44772,2010,01,1,00,00,00,-70.923919,42.52445,25,009
MA,MA0227,PELHAM,PELHAM LIBRARY,2 SOUTH VALLEY ROAD,PELHAM,01002,9716,HAMPSHIRE,4132530657,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,1386,1,0,0,0.55,1.05,1.05,37440,4614,10500,60439,,,,11003,1500,14307,77803,0,0,0,0,0,28485,0,697,2323,29,101,1340,15000,2500,1118,30520,11818,18,783,91,1200,8,3380,2010,01,2,00,00,00,-72.469423,42.3785,25,015
MA,MA0228,PEMBROKE,PEMBROKE PUBLIC LIBRARY,142 CENTER ST.,PEMBROKE,02359,2613,PLYMOUTH,7812936771,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,18714,1,0,0,1.88,1.88,9.98,556098,31212,0,615259,383764,47356,431120,81917,2468,104430,632935,750,0,0,750,750,75320,706,6554,4318,44,191,2956,128100,13364,11721,156585,59868,25954,21595,340,6477,11,17888,2010,01,1,00,00,00,-70.809838,42.07012,25,023
MA,MA0229,PEPPERELL,LAWRENCE LIBRARY,15 MAIN ST.,PEPPERELL,01463,1616,MIDDLESEX,9784330330,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,11382,1,0,0,2.63,3.38,6.48,436539,17848,0,480655,273672,47715,321387,56079,3786,76250,472864,0,0,0,0,3888,47400,974,5555,3498,34,111,2188,88464,3322,6721,139870,59977,6919,9193,445,9968,8,5096,2010,01,1,00,00,00,-71.595603,42.66748,25,017
MA,MA0230,PERU,PERU LIBRARY,6 W. MAIN ROAD,PERU,01235,9279,BERKSHIRE,4136558650,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,832,1,0,0,0,0.15,0.15,7400,2232,0,9782,,,,775,0,1505,8664,0,0,0,0,0,3829,0,99,830,29,5,516,1657,124,262,2043,454,0,108,6,43,5,416,2010,01,2,00,00,00,-73.047321,42.4385,25,003
MA,MA0231,PETERSHAM,PETERSHAM MEMORIAL LIBRARY,23 COMMON ST.,PETERSHAM,01366,9756,WORCESTER,9787243405,ME,NP,SO,OTH,N,07/01/2008,06/30/2009,1288,1,0,0,0,0.75,0.9,8373,3022,0,76022,,,,12018,211,13738,68105,0,0,0,23022,3535,12823,974,1942,1407,38,36,975,5884,382,627,8962,2533,643,1387,47,707,3,468,2010,01,1,00,00,00,-72.187081,42.48867,25,027
MA,MA0232,PHILLIPSTON,PHILLIPS FREE PUBLIC LIBRARY,25 TEMPLETON ROAD,PHILLIPSTON,01331,9704,WORCESTER,9782491734,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,1787,1,0,0,0,0.28,0.31,22760,835,0,24177,,,,4600,300,4900,22938,3083,0,0,3083,3083,13502,0,320,600,32,15,520,2080,1002,1279,3256,1848,0,6,22,1536,1,208,2010,01,2,00,00,00,-72.129545,42.54958,25,027
MA,MA0233,PITTSFIELD,BERKSHIRE ATHENAEUM,1 WENDELL AVE.,PITTSFIELD,01201,6385,BERKSHIRE,4134999480,ME,NP,SO,CI1,N,07/01/2008,06/30/2009,42652,1,0,0,5.25,7,23.83,919373,87341,0,1085384,791454,2319,793773,151649,24312,186546,1081028,0,0,0,0,43245,162658,974,9518,3665,46,255,3075,245116,33980,25556,243888,58989,18207,30126,204,3759,15,36816,2010,01,2,00,00,00,-73.252017,42.44778,25,003
MA,MA0234,PLAINFIELD,SHAW MEMORIAL LIBRARY,312 MAIN STREET,PLAINFIELD,01070,9709,HAMPSHIRE,4136345406,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,591,1,0,0,0,0.38,0.38,12793,2345,0,15969,,,,4254,0,4799,16304,0,0,0,0,0,12920,0,97,245,29,14,564,3010,331,423,8189,2786,0,471,12,203,2,576,2010,01,2,00,00,00,-72.911906,42.51649,25,015
MA,MA0235,PLAINVILLE,PLAINVILLE PUBLIC LIBRARY,198 SOUTH ST.,PLAINVILLE,02762,1512,NORFOLK,5086951784,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,8204,1,0,0,1.44,2.68,3.18,202487,17585,0,228526,121674,19466,141140,33508,4189,53067,235907,0,0,0,0,0,36877,706,4108,3509,40,53,1724,52498,4833,4346,85669,41905,17886,12665,227,4422,7,2756,2010,01,2,00,00,00,-71.339069,42.00981,25,021
MA,MA0236,PLYMOUTH,PLYMOUTH PUBLIC LIBRARY,132 SOUTH STREET,PLYMOUTH,02360,2947,PLYMOUTH,5088304250,ME,CI,MO,OTH,N,07/01/2008,06/30/2009,55705,1,1,0,7.24,8.18,22.98,1467125,192573,0,1696453,1180040,386069,1566109,142254,22561,206087,2054179,32565,16325,0,49790,49730,137245,2,10363,11273,51,322,4905,236377,46336,25742,412207,122117,34795,62626,884,10526,26,89856,2010,01,1,00,00,00,-70.658317,41.94271,25,023
MA,MA0237,PLYMPTON,PLYMPTON PUBLIC LIBRARY,248 MAIN ST.,PLYMPTON,02367,1114,PLYMOUTH,7815854551,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,2785,1,0,0,0,0.8,1.6,105301,5637,0,113370,,,,18393,594,23187,114303,0,0,0,0,0,22426,706,2878,1448,40,36,1248,12500,702,1158,19880,6680,8491,3028,79,1335,4,1768,2010,01,1,00,00,00,-70.815051,41.95692,25,023
MA,MA0238,PRINCETON,PRINCETON PUBLIC LIBRARY,2 TOWN HALL DRIVE,PRINCETON,01541,1129,WORCESTER,9784642115,ME,NP,SO,OTH,N,07/01/2008,06/30/2009,3475,1,0,0,0,2.9,2.9,146124,5111,0,165091,93854,21572,115426,16648,932,27995,167842,1097,0,0,8342,7810,16953,974,2848,2183,33,55,1786,19704,220,2062,30789,13625,2162,5053,129,2774,6,1976,2010,01,2,00,00,00,-71.87807,42.44898,25,027
MA,MA0239,PROVINCETOWN,PROVINCETOWN PUBLIC LIBRARY,356 COMMERCIAL ST.,PROVINCETOWN,02657,2209,BARNSTABLE,5084877094,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,3376,1,0,0,2,3,5.5,303407,3700,0,326507,267658,1100,268758,40240,8849,58213,442922,0,0,0,115581,212700,30426,0,2856,4094,41,112,2400,303694,2203,2333,67060,6751,13558,11588,118,1190,14,25480,2010,01,2,00,00,00,-70.184222,42.05318,25,001
MA,MA0240,QUINCY,THOMAS CRANE PUBLIC LIBRARY,40 WASHINGTON STREET,QUINCY,02269,9164,NORFOLK,6173761300,ME,CI,MO,CI1,N,07/01/2008,06/30/2009,92339,1,3,0,14,18.38,37.93,2810085,147664,7500,3048952,2208357,19009,2227366,287419,47454,434043,2902858,0,0,0,0,4200,297081,0,15211,15262,46,542,7458,846020,46465,40048,718813,280271,60091,76412,784,19519,95,470756,2010,01,1,00,00,00,-71.002114,42.25134,25,021
MA,MA0241,RANDOLPH,TURNER FREE LIBRARY,CRAWFORD SQUARE,RANDOLPH,02368,4600,NORFOLK,7819610932,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,30082,1,0,0,2.63,3.5,10.78,671450,45795,0,717245,485466,121367,606833,62925,0,92953,786856,0,0,0,0,0,60018,838,2351,6970,36,75,2992,88004,13000,16456,207658,97584,29041,26645,76,2314,10,29120,2010,01,1,00,00,00,-71.041452,42.16557,25,021
MA,MA0242,RAYNHAM,RAYNHAM PUBLIC LIBRARY,760 SOUTH MAIN ST.,RAYNHAM,02767,1678,BRISTOL,5088231344,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,13566,1,0,0,0.93,3.55,5.13,273100,19592,0,317272,163076,13030,176106,29609,2153,43504,273100,0,0,0,0,0,35246,706,3654,1882,43,50,2554,31500,750,5015,89067,42210,11429,15244,208,3729,6,5200,2010,01,1,00,00,00,-71.052912,41.92251,25,005
MA,MA0243,READING,READING PUBLIC LIBRARY,64 MIDDLESEX AVE.,READING,01867,2550,MIDDLESEX,7819440840,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,23052,1,0,0,11.33,11.33,19.76,1212009,34376,11700,1286270,965311,192526,1157837,120929,14628,189727,1539115,0,0,0,0,12249,108310,0,8748,10619,51,287,3034,161749,61568,20676,414953,163102,34423,33176,473,16380,34,50260,2010,01,2,00,00,00,-71.10989,42.52654,25,017
MA,MA0244,REHOBOTH,BLANDING FREE PUBLIC LIBRARY,124 BAY STATE ROAD,REHOBOTH,02769,2314,BRISTOL,5082524236,ME,NP,SO,OTH,N,07/01/2008,06/30/2009,11474,1,0,0,0.63,2.6,2.9,191675,14924,0,228501,111700,10734,122434,20429,0,31813,209879,0,0,0,0,0,29799,706,3998,2249,40,24,2283,76378,7889,3367,56373,25575,11829,12367,164,5050,4,3233,2010,01,2,00,00,00,-71.244903,41.84274,25,005
MA,MA0245,REVERE,REVERE PUBLIC LIBRARY,179 BEACH ST.,REVERE,02151,5089,SUFFOLK,7812868380,ME,CI,SO,CI1,N,07/01/2008,06/30/2009,60204,1,0,0,0,5.13,8.16,414408,68541,0,504449,326667,23681,350348,37624,9303,57676,476933,0,0,0,0,0,61714,0,977,2478,47,84,3028,33876,57886,20966,42716,21729,2401,7947,90,2275,36,3900,2010,01,2,00,00,00,-71.009462,42.40809,25,025
MA,MA0246,RICHMOND,RICHMOND FREE PUBLIC LIBRARY,2821 STATE ROAD,RICHMOND,01254,9483,BERKSHIRE,4136983834,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,1572,1,0,0,0,0.81,1.28,47365,2643,0,54089,,,,6217,92,10067,56982,0,0,0,0,0,13171,974,2663,2214,35,31,1204,7384,195,862,13944,4589,4382,2215,37,300,3,676,2010,01,1,00,00,00,-73.380805,42.36117,25,003
MA,MA0247,ROCHESTER,JOSEPH H. PLUMB MEMORIAL LIBRARY,17 CONSTITUTION WAY,ROCHESTER,02770,2029,PLYMOUTH,5087638600,ME,CI,SO,OTH,N,07/01/2008,06/30/2009,5268,1,0,0,1,1,2.94,183127,8264,3000,196761,109984,903,110887,24057,841,35020,171969,41706,0,0,41706,5294,20000,706,2858,1501,40,55,2132,32700,815,2238,54825,22325,9463,9908,178,2024,8,3536,2010,01,1,00,00,00,-70.82115,41.73172,25,023
