NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003
Merrick County,NE,050,2,4,31,121,1255835783,24906841,7845,3698,+41.1698005,-098.0310505,7845,7767,7550,15,31,60,6,105,78,73,10,25,18,0,16,2,0,0,1,0,0,0,1,0,0,5,0,0,0,7845,271,7574,7514,7405,14,30,59,6,0,60,56,4,0,0,0,5900,5872,5757,9,23,23,5,55,28,27,1,0,0,0,5900,126,5774,5751,5691,9,23,23,5,0,23,22,1,0,0,0,3698,3151,547
Morrill County,NE,050,2,4,31,123,3687723807,15598670,5042,2442,+41.7322051,-102.9905986,5042,4965,4600,12,55,18,0,280,77,72,12,24,0,1,34,0,0,0,0,0,0,1,0,0,0,2,0,3,0,5042,687,4355,4320,4256,8,35,18,0,3,35,32,2,0,1,0,3832,3795,3574,4,29,13,0,175,37,34,0,0,3,0,3832,414,3418,3399,3359,4,20,13,0,3,19,18,0,0,1,0,2442,2085,357
Nance County,NE,050,2,4,31,125,1143824006,17088375,3735,1801,+41.4023855,-097.9914083,3735,3698,3659,8,10,2,0,19,37,36,3,18,3,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3735,65,3670,3646,3627,8,9,2,0,0,24,23,1,0,0,0,2859,2839,2811,4,6,2,0,16,20,19,1,0,0,0,2859,41,2818,2804,2793,4,5,2,0,0,14,13,1,0,0,0,1801,1525,276
Nemaha County,NE,050,2,4,31,127,1055115270,5755196,7248,3498,+40.3874479,-095.8509538,7248,7177,7026,63,19,31,2,36,71,68,12,41,9,2,1,1,0,0,0,0,0,1,0,1,0,3,0,0,0,7248,133,7115,7054,6939,62,18,30,2,3,61,58,3,0,0,0,5682,5643,5527,50,15,26,2,23,39,37,2,0,0,0,5682,91,5591,5557,5465,49,14,25,2,2,34,32,2,0,0,0,3498,2952,546
Nuckolls County,NE,050,2,4,31,129,1489645213,1718484,4500,2465,+40.1764918,-098.0468422,4500,4439,4383,6,10,9,0,31,61,61,6,30,8,1,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4500,97,4403,4356,4333,6,8,9,0,0,47,47,0,0,0,0,3544,3508,3476,3,8,6,0,15,36,36,0,0,0,0,3544,53,3491,3463,3448,3,6,6,0,0,28,28,0,0,0,0,2465,2079,386
Otoe County,NE,050,2,4,31,131,1594475793,8775372,15740,7025,+40.6379916,-096.1310274,15740,15561,14932,75,46,68,18,422,179,172,45,43,30,2,49,0,0,2,1,0,0,0,0,0,0,6,1,0,0,15740,902,14838,14711,14499,68,45,68,16,15,127,122,4,1,0,0,11950,11861,11481,40,34,40,11,255,89,87,1,1,0,0,11950,528,11422,11358,11231,37,33,40,10,7,64,63,0,1,0,0,7025,6362,663
Pawnee County,NE,050,2,4,31,133,1116478095,4852394,2773,1588,+40.1378496,-096.2452254,2773,2739,2708,9,4,8,0,10,34,33,9,14,6,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2773,35,2738,2705,2683,9,4,8,0,1,33,32,1,0,0,0,2162,2145,2126,3,4,7,0,5,17,16,1,0,0,0,2162,19,2143,2126,2112,3,4,7,0,0,17,16,1,0,0,0,1588,1230,358
Perkins County,NE,050,2,4,31,135,2287828141,2840176,2970,1450,+40.8560651,-101.6364427,2970,2959,2884,11,6,5,0,53,11,11,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970,95,2875,2867,2848,10,3,5,0,1,8,8,0,0,0,0,2235,2227,2193,5,2,1,0,26,8,8,0,0,0,0,2235,47,2188,2182,2175,4,1,1,0,1,6,6,0,0,0,0,1450,1239,211
Phelps County,NE,050,2,4,31,137,1398048596,1646534,9188,4175,+40.5163647,-099.4065568,9188,9099,8899,13,35,22,3,127,89,88,14,32,12,5,21,0,0,0,1,0,1,0,0,1,1,1,0,0,0,9188,373,8815,8751,8694,12,21,21,3,0,64,63,1,0,0,0,6930,6890,6782,7,18,8,3,72,40,39,1,0,0,0,6930,211,6719,6686,6655,7,13,8,3,0,33,32,1,0,0,0,4175,3779,396
Pierce County,NE,050,2,4,31,139,1484707293,3481943,7266,3222,+42.2714129,-097.6109917,7266,7228,7147,14,16,12,0,39,38,38,8,21,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7266,93,7173,7139,7098,11,15,12,0,3,34,34,0,0,0,0,5381,5366,5319,9,8,8,0,22,15,15,0,0,0,0,5381,49,5332,5318,5292,8,8,8,0,2,14,14,0,0,0,0,3222,2911,311
Platte County,NE,050,2,4,31,141,1745805649,27272400,32237,13378,+41.5768655,-097.5134673,32237,31761,29021,145,219,151,12,2213,476,451,66,91,46,5,196,5,0,0,9,1,0,12,3,9,8,23,2,0,0,32237,4452,27785,27584,27167,128,97,149,6,37,201,185,16,0,0,0,23723,23499,21899,101,125,81,9,1284,224,210,12,2,0,0,23723,2553,21170,21085,20834,89,63,79,4,16,85,78,7,0,0,0,13378,12658,720
Polk County,NE,050,2,4,31,143,1135308002,5949280,5406,2731,+41.1879253,-097.5706627,5406,5352,5292,6,11,6,2,35,54,49,3,23,10,3,5,1,0,0,3,0,0,1,0,0,0,5,0,0,0,5406,156,5250,5210,5186,6,10,6,2,0,40,35,5,0,0,0,4088,4057,4016,3,10,3,1,24,31,30,1,0,0,0,4088,92,3996,3970,3954,3,9,3,1,0,26,25,1,0,0,0,2731,2212,519
Red Willow County,NE,050,2,4,31,145,1856983744,2643458,11055,5267,+40.1694196,-100.4685764,11055,10932,10612,81,52,32,1,154,123,119,33,41,15,0,25,1,0,1,1,1,0,1,0,0,0,4,0,0,0,11055,462,10593,10505,10345,81,43,28,1,7,88,85,3,0,0,0,8517,8454,8232,66,37,24,1,94,63,62,1,0,0,0,8517,264,8253,8207,8083,66,31,23,1,3,46,45,1,0,0,0,5267,4663,604
Richardson County,NE,050,2,4,31,147,1429258779,7077617,8363,4393,+40.1237427,-095.7186026,8363,8210,7886,15,250,27,1,31,153,145,18,102,12,2,5,3,0,0,0,0,0,3,0,0,0,8,0,0,0,8363,112,8251,8111,7830,11,242,27,1,0,140,134,6,0,0,0,6566,6488,6286,7,154,19,0,22,78,76,2,0,0,0,6566,71,6495,6423,6251,5,148,19,0,0,72,71,1,0,0,0,4393,3718,675
Rock County,NE,050,2,4,31,149,2611532223,8807750,1526,912,+42.4133245,-099.4585300,1526,1520,1503,1,9,3,0,4,6,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,2,1524,1519,1502,1,9,3,0,4,5,5,0,0,0,0,1217,1215,1205,1,5,2,0,2,2,2,0,0,0,0,1217,1,1216,1214,1204,1,5,2,0,2,2,2,0,0,0,0,912,685,227
Saline County,NE,050,2,4,31,151,1486698620,5934704,14200,5762,+40.5168024,-097.1317550,14200,13977,11783,125,55,225,14,1775,223,212,40,57,30,2,57,1,0,0,3,0,0,14,1,1,6,11,0,0,0,14200,2870,11330,11202,10817,92,40,223,2,28,128,117,11,0,0,0,10729,10611,9209,99,40,163,10,1090,118,111,7,0,0,0,10729,1736,8993,8920,8639,70,30,163,2,16,73,66,7,0,0,0,5762,5131,631
Sarpy County,NE,050,2,4,31,153,618982000,22099822,158840,61938,+41.1150635,-096.1091254,158840,153880,138879,6321,733,3353,168,4426,4960,4603,1398,741,1141,85,712,85,144,18,110,17,1,30,53,51,17,326,31,0,0,158840,11569,147271,143499,133132,6119,554,3313,157,224,3772,3506,247,19,0,0,113118,111139,100819,4433,493,2541,114,2739,1979,1854,114,11,0,0,113118,6733,106385,104863,97427,4323,392,2515,105,101,1522,1425,89,8,0,0,61938,58102,3836
Saunders County,NE,050,2,4,31,155,1943096642,24827703,20780,9221,+41.2231522,-096.6409225,20780,20559,20201,71,53,83,1,150,221,214,50,64,47,0,45,5,0,0,2,1,0,0,0,0,0,7,0,0,0,20780,415,20365,20191,19992,69,43,83,1,3,174,169,5,0,0,0,15406,15293,15068,43,42,49,1,90,113,107,6,0,0,0,15406,246,15160,15073,14943,43,35,49,1,2,87,83,4,0,0,0,9221,8040,1181
Scotts Bluff County,NE,050,2,4,31,157,1915039277,15437667,36970,16408,+41.8515889,-103.7058602,36970,36249,32307,204,782,218,19,2719,721,687,88,209,72,4,238,6,1,1,10,4,2,41,1,4,6,27,7,0,0,36970,7785,29185,28873,27931,157,533,207,15,30,312,302,10,0,0,0,27818,27496,24945,134,472,167,18,1760,322,311,9,2,0,0,27818,4737,23081,22931,22278,103,357,158,15,20,150,146,4,0,0,0,16408,14928,1480
Seward County,NE,050,2,4,31,159,1479990428,11547843,16750,6875,+40.8719439,-097.1403830,16750,16570,16315,60,53,72,2,68,180,170,50,56,27,1,27,1,1,0,0,0,0,1,6,0,0,10,0,0,0,16750,272,16478,16338,16152,59,49,71,2,5,140,132,8,0,0,0,12788,12707,12535,44,33,51,2,42,81,74,7,0,0,0,12788,146,12642,12577,12448,43,31,51,2,2,65,60,5,0,0,0,6875,6266,609
Sheridan County,NE,050,2,4,31,161,6321803579,74941796,5469,2936,+42.5070737,-102.3896980,5469,5307,4629,12,619,18,5,24,162,151,4,129,5,1,3,2,0,0,0,2,0,0,0,0,5,11,0,0,0,5469,171,5298,5153,4559,12,562,18,2,0,145,138,7,0,0,0,4176,4086,3697,7,353,14,3,12,90,86,4,0,0,0,4176,71,4105,4021,3666,7,332,14,2,0,84,80,4,0,0,0,2936,2380,556
Sherman County,NE,050,2,4,31,163,1465488702,15062176,3152,1941,+41.2187425,-098.9728492,3152,3140,3122,3,2,9,0,4,12,12,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,31,3121,3110,3095,3,2,9,0,1,11,11,0,0,0,0,2445,2436,2426,2,2,2,0,4,9,9,0,0,0,0,2445,17,2428,2420,2413,2,2,2,0,1,8,8,0,0,0,0,1941,1392,549
Sioux County,NE,050,2,4,31,165,5352832471,1872668,1311,815,+42.4838060,-103.7426049,1311,1296,1260,1,2,1,0,32,15,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,52,1259,1244,1240,1,2,1,0,0,15,15,0,0,0,0,1018,1009,991,1,2,1,0,14,9,9,0,0,0,0,1018,20,998,989,985,1,2,1,0,0,9,9,0,0,0,0,815,577,238
Stanton County,NE,050,2,4,31,167,1108381561,7908749,6129,2633,+41.9047925,-097.1747241,6129,6059,5814,41,25,6,0,173,70,70,11,30,6,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6129,281,5848,5801,5729,36,25,6,0,5,47,47,0,0,0,0,4445,4422,4286,21,13,6,0,96,23,23,0,0,0,0,4445,130,4315,4296,4254,20,13,6,0,3,19,19,0,0,0,0,2633,2387,246
Thayer County,NE,050,2,4,31,169,1486153333,3025346,5228,2731,+40.1738446,-097.5962626,5228,5180,5120,12,8,16,0,24,48,47,16,24,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5228,76,5152,5110,5077,10,8,15,0,0,42,41,1,0,0,0,4111,4089,4057,6,6,8,0,12,22,22,0,0,0,0,4111,41,4070,4050,4031,6,6,7,0,0,20,20,0,0,0,0,2731,2296,435
Thomas County,NE,050,2,4,31,171,1847272741,2028358,647,402,+41.8486202,-100.5069105,647,640,635,1,1,2,0,1,7,7,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,12,635,633,629,1,1,2,0,0,2,2,0,0,0,0,499,499,494,1,1,2,0,1,0,0,0,0,0,0,499,5,494,494,490,1,1,2,0,0,0,0,0,0,0,0,402,291,111
Thurston County,NE,050,2,4,31,173,1019377309,6458637,6940,2408,+42.1540613,-096.5339428,6940,6805,2801,17,3963,6,2,16,135,133,4,74,4,0,22,18,0,0,0,1,1,9,0,0,0,2,0,0,0,6940,190,6750,6654,2739,17,3890,6,2,0,96,94,2,0,0,0,4473,4420,2196,12,2195,4,2,11,53,52,1,0,0,0,4473,76,4397,4353,2168,12,2167,4,2,0,44,43,1,0,0,0,2408,2158,250
Valley County,NE,050,2,4,31,175,1471237329,6242700,4260,2273,+41.5640938,-098.9834841,4260,4228,4152,6,5,13,0,52,32,32,5,12,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4260,79,4181,4151,4129,3,5,13,0,1,30,30,0,0,0,0,3319,3308,3258,3,5,10,0,32,11,11,0,0,0,0,3319,43,3276,3265,3247,2,5,10,0,1,11,11,0,0,0,0,2273,1922,351
Washington County,NE,050,2,4,31,177,1009986004,8387694,20234,8301,+41.5339790,-096.2245739,20234,20037,19673,122,44,54,8,136,197,175,49,60,28,8,18,3,0,0,3,0,0,0,1,0,5,22,0,0,0,20234,419,19815,19653,19405,120,40,54,7,27,162,143,19,0,0,0,15142,15053,14813,80,37,36,6,81,89,81,8,0,0,0,15142,244,14898,14827,14654,79,33,36,5,20,71,64,7,0,0,0,8301,7761,540
Wayne County,NE,050,2,4,31,179,1147143891,1087727,9595,3776,+42.2107460,-097.1262433,9595,9488,9091,129,32,48,15,173,107,97,25,16,23,2,19,4,1,0,3,1,0,1,0,2,0,8,2,0,0,9595,401,9194,9117,8893,127,26,48,12,11,77,68,7,2,0,0,7733,7676,7378,116,24,38,11,109,57,53,3,1,0,0,7733,247,7486,7448,7261,114,20,38,11,4,38,34,3,1,0,0,3776,3507,269
Webster County,NE,050,2,4,31,181,1489018081,337241,3812,1912,+40.1806461,-098.4985897,3812,3754,3659,18,8,11,10,48,58,57,9,25,10,2,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3812,133,3679,3635,3588,18,8,11,10,0,44,44,0,0,0,0,2951,2922,2866,10,5,9,6,26,29,28,1,0,0,0,2951,64,2887,2864,2834,10,5,9,6,0,23,23,0,0,0,0,1912,1604,308
Wheeler County,NE,050,2,4,31,183,1489715284,1059454,818,576,+41.9378588,-098.5222885,818,811,804,0,1,4,0,2,7,7,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,6,812,807,802,0,1,4,0,0,5,5,0,0,0,0,617,615,611,0,1,1,0,2,2,2,0,0,0,0,617,2,615,613,611,0,1,1,0,0,2,2,0,0,0,0,576,350,226
York County,NE,050,2,4,31,185,1482793088,8596028,13665,6231,+40.8730557,-097.5967418,13665,13526,12980,158,58,60,7,263,139,132,34,29,25,5,24,2,1,0,1,1,0,1,5,4,0,7,0,0,0,13665,555,13110,13009,12725,149,48,59,4,24,101,97,4,0,0,0,10607,10539,10185,116,38,43,5,152,68,66,2,0,0,0,10607,319,10288,10237,10036,113,34,42,2,10,51,49,2,0,0,0,6231,5564,667
Churchill County,NV,050,4,8,32,001,12769826211,242422024,24877,10826,+39.5257006,-118.2704194,24877,23830,20407,395,1129,665,51,1183,1047,971,126,341,228,25,90,24,26,3,7,14,8,12,36,28,3,72,4,0,0,24877,3009,21868,21086,19030,366,991,633,41,25,782,743,39,0,0,0,18603,18112,15762,264,788,544,36,718,491,460,30,1,0,0,18603,1746,16857,16462,14938,250,703,523,27,21,395,375,20,0,0,0,10826,9671,1155
Clark County,NV,050,4,8,32,003,20438710673,438695269,1951269,840343,+36.2142360,-115.0138188,1951269,1851878,1188112,204379,14422,168831,13628,262506,99391,89217,16208,8032,21436,2898,21771,2175,3297,810,3073,520,154,988,4290,2797,768,9187,864,117,6,1951269,568644,1382625,1320822,935955,194821,8732,165121,12474,3719,61803,54822,6385,519,75,2,1462651,1410212,937526,147787,10776,135845,9813,168465,52439,47744,4297,335,57,6,1462651,362902,1099749,1066772,772432,142302,6886,133605,9147,2400,32977,29498,3220,221,36,2,840343,715365,124978
Douglas County,NV,050,4,8,32,005,1838164305,72317550,46997,23671,+38.9051292,-119.6090191,46997,45524,42130,201,896,725,66,1506,1473,1352,136,494,332,62,252,11,10,2,2,10,1,5,15,13,7,110,11,0,0,46997,5103,41894,40850,39094,174,759,699,60,64,1044,960,74,10,0,0,37512,36716,34254,141,652,612,57,1000,796,733,56,7,0,0,37512,3266,34246,33657,32260,129,575,594,53,46,589,543,40,6,0,0,23671,19638,4033
Elko County,NV,050,4,8,32,007,44469662857,85758966,48818,19566,+41.1411327,-115.3514239,48818,47277,38772,378,2594,442,69,5022,1541,1474,117,487,186,45,501,10,0,2,22,15,1,47,7,28,6,59,8,0,0,48818,11158,37660,36873,33730,329,2286,434,62,32,787,752,27,8,0,0,34588,33818,28216,280,1845,360,44,3073,770,751,17,2,0,0,34588,6580,28008,27579,25243,253,1663,355,40,25,429,421,6,2,0,0,19566,17442,2124
Esmeralda County,NV,050,4,8,32,009,9277017113,18552056,783,850,+37.7789658,-117.6323824,783,749,661,0,33,3,0,52,34,34,2,12,3,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,120,663,642,605,0,33,3,0,1,21,21,0,0,0,0,651,630,571,0,23,3,0,33,21,21,0,0,0,0,651,67,584,569,543,0,23,3,0,0,15,15,0,0,0,0,850,389,461
Eureka County,NV,050,4,8,32,011,10814970882,11082875,1987,1076,+39.9777878,-116.2722082,1987,1943,1775,2,47,18,0,101,44,36,2,15,5,0,13,0,0,0,0,1,0,0,0,0,0,2,0,6,0,1987,238,1749,1725,1662,2,42,18,0,1,24,22,2,0,0,0,1506,1483,1351,2,37,16,0,77,23,20,1,0,2,0,1506,162,1344,1331,1278,2,34,16,0,1,13,12,1,0,0,0,1076,836,240
Humboldt County,NV,050,4,8,32,013,24969444419,44197034,16528,7123,+41.4079136,-118.1275915,16528,16066,13053,87,692,120,19,2095,462,432,41,153,45,9,151,2,0,0,1,1,1,16,0,7,5,27,3,0,0,16528,4038,12490,12239,11395,78,628,108,18,12,251,234,15,2,0,0,12004,11784,9786,71,495,101,17,1314,220,208,9,3,0,0,12004,2444,9560,9433,8781,66,467,93,16,10,127,121,4,2,0,0,7123,6289,834
Lander County,NV,050,4,8,32,015,14219305794,76103225,5775,2575,+39.9002105,-117.0472398,5775,5633,4853,20,242,21,1,496,142,130,10,54,3,1,51,5,0,0,1,0,1,2,0,2,0,9,0,3,0,5775,1219,4556,4494,4259,17,197,20,1,0,62,57,5,0,0,0,4181,4103,3593,11,169,15,1,314,78,71,5,0,2,0,4181,758,3423,3388,3216,9,147,15,1,0,35,31,4,0,0,0,2575,2213,362
Lincoln County,NV,050,4,8,32,017,27539866410,9802762,5345,2730,+37.6346050,-114.8630367,5345,5224,4871,121,61,40,15,116,121,118,12,50,12,16,19,0,0,0,2,4,0,2,1,0,0,3,0,0,0,5345,332,5013,4927,4698,120,57,38,14,0,86,83,3,0,0,0,3908,3857,3634,84,41,37,10,51,51,50,1,0,0,0,3908,186,3722,3683,3518,83,37,35,10,0,39,38,1,0,0,0,2730,1988,742
Lyon County,NV,050,4,8,32,019,5183049296,59602504,51980,22547,+39.0222136,-119.1974170,51980,50042,44164,417,1286,725,130,3320,1938,1812,261,693,252,79,381,8,7,0,3,11,6,38,40,29,4,114,9,3,0,51980,7674,44306,42962,40634,363,1061,701,124,79,1344,1243,90,9,2,0,39052,38042,34202,253,888,590,92,2017,1010,967,39,4,0,0,39052,4565,34487,33751,32044,231,768,573,90,45,736,702,30,4,0,0,22547,19808,2739
Mineral County,NV,050,4,8,32,021,9719820866,155746727,4772,2830,+38.5166470,-118.4162794,4772,4560,3462,196,742,53,6,101,212,205,44,87,23,4,25,11,0,0,4,3,0,1,0,3,0,6,1,0,0,4772,436,4336,4176,3271,182,666,49,6,2,160,158,2,0,0,0,3898,3793,2970,151,542,46,6,78,105,104,0,1,0,0,3898,283,3615,3530,2832,148,498,44,6,2,85,85,0,0,0,0,2830,2240,590
Nye County,NV,050,4,8,32,023,47090965923,43209307,43946,22350,+37.9663789,-116.4590468,43946,42388,37755,874,703,572,211,2273,1558,1429,200,490,269,47,266,30,9,3,12,8,1,25,40,16,13,120,9,0,0,43946,5967,37979,36870,34663,836,592,547,179,53,1109,1009,94,6,0,0,34858,33995,30665,680,550,510,155,1435,863,801,57,5,0,0,34858,3683,31175,30522,28730,660,479,492,133,28,653,601,50,2,0,0,22350,18032,4318
Pershing County,NV,050,4,8,32,027,15634626982,79934443,6753,2464,+40.4396390,-118.4094765,6753,6547,5528,253,217,87,7,455,206,195,7,80,17,12,56,3,0,0,7,2,0,7,3,1,0,10,1,0,0,6753,1508,5245,5127,4605,251,173,87,7,4,118,110,8,0,0,0,5431,5324,4572,249,142,72,5,284,107,105,2,0,0,0,5431,1084,4347,4285,3836,248,123,72,5,1,62,60,2,0,0,0,2464,2018,446
Storey County,NV,050,4,8,32,029,680960552,1872364,4010,1990,+39.4383853,-119.5246462,4010,3923,3693,40,64,66,15,45,87,78,10,40,13,4,7,0,0,0,0,0,0,1,1,2,0,9,0,0,0,4010,228,3782,3709,3532,40,57,66,12,2,73,64,9,0,0,0,3309,3248,3075,29,51,54,11,28,61,56,5,0,0,0,3309,152,3157,3104,2965,29,45,54,9,2,53,48,5,0,0,0,1990,1742,248
Washoe County,NV,050,4,8,32,031,16323051686,621198199,421407,184841,+40.7033108,-119.7103147,421407,405463,324070,9814,7209,21790,2542,40038,15944,14648,2250,2626,3990,492,3384,189,203,57,220,94,35,175,404,422,107,1192,85,18,1,421407,93724,327683,317402,278213,9088,5782,21288,2358,673,10281,9391,815,65,9,1,322075,313559,256907,7218,5146,17401,1777,25110,8516,7925,543,37,10,1,322075,58337,263738,258186,227916,6812,4273,17096,1665,424,5552,5122,398,28,3,1,184841,163445,21396
White Pine County,NV,050,4,8,32,033,22987820587,54678887,10030,4498,+39.4178040,-114.9009447,10030,9775,8575,395,419,97,10,279,255,237,25,111,13,17,52,3,1,0,0,1,1,8,5,0,0,18,0,0,0,10030,1326,8704,8535,7652,388,384,96,9,6,169,159,10,0,0,0,7857,7728,6800,376,286,77,6,183,129,121,8,0,0,0,7857,955,6902,6820,6100,373,263,76,5,3,82,78,4,0,0,0,4498,3707,791
Carson City,NV,050,4,8,32,510,374672985,32587486,55274,23534,+39.1534468,-119.7434420,55274,53654,44807,1054,1306,1181,101,5205,1620,1507,160,470,315,61,365,5,16,1,16,16,1,24,27,22,8,96,16,1,0,55274,11777,43497,42479,39083,1003,1096,1139,91,67,1018,930,73,14,1,0,43459,42567,36389,949,975,944,85,3225,892,831,51,9,1,0,43459,7364,36095,35507,32666,915,873,926,76,51,588,539,40,8,1,0,23534,21427,2107
Belknap County,NH,050,1,1,33,001,1036596332,177025146,60088,37386,+43.5191091,-071.4253661,60088,59314,58059,279,126,699,11,140,774,740,150,341,151,8,54,7,2,0,2,1,0,4,4,13,3,32,2,0,0,60088,724,59364,58667,57553,261,119,695,9,30,697,668,27,2,0,0,47607,47186,46304,177,110,497,8,90,421,406,13,2,0,0,47607,423,47184,46790,45998,169,106,494,7,16,394,380,12,2,0,0,37386,24766,12620
Carroll County,NH,050,1,1,33,003,2411436914,158956015,47818,39813,+43.8675668,-071.2016650,47818,47285,46627,139,132,305,7,75,533,492,97,279,60,9,27,4,5,0,2,1,0,2,0,4,2,39,2,0,0,47818,473,47345,46862,46285,126,122,297,7,25,483,446,35,2,0,0,38901,38562,38091,87,104,219,6,55,339,319,18,2,0,0,38901,295,38606,38290,37878,78,99,211,6,18,316,297,17,2,0,0,39813,21052,18761
Cheshire County,NH,050,1,1,33,005,1830241632,58115492,77117,34773,+42.9254553,-072.2482169,77117,76037,74239,390,193,921,19,275,1080,1015,260,386,231,20,72,10,6,0,10,5,1,2,2,9,1,62,1,2,0,77117,1090,76027,75061,73537,363,171,910,19,61,966,914,49,1,2,0,62005,61406,60042,300,155,704,19,186,599,565,34,0,0,0,62005,679,61326,60772,59594,281,141,694,19,43,554,527,27,0,0,0,34773,30204,4569
Coos County,NH,050,1,1,33,007,4648212655,90777672,33055,21321,+44.6524194,-071.2893827,33055,32582,32045,148,128,165,1,95,473,453,73,257,66,3,37,1,1,1,5,0,0,2,1,6,0,20,0,0,0,33055,401,32654,32237,31801,141,107,165,1,22,417,407,10,0,0,0,26803,26531,26124,118,99,123,1,66,272,266,6,0,0,0,26803,249,26554,26302,25965,113,84,123,1,16,252,248,4,0,0,0,21321,14171,7150
Grafton County,NH,050,1,1,33,009,4425640635,105662058,89118,51120,+43.9264884,-071.8422643,89118,87558,83386,828,329,2633,16,366,1560,1461,265,542,439,18,81,19,20,2,7,11,0,6,7,41,3,86,12,1,0,89118,1600,87518,86103,82294,768,307,2618,16,100,1415,1329,76,9,1,0,72734,71767,68393,660,270,2169,13,262,967,911,46,9,1,0,72734,1155,71579,70697,67594,616,256,2155,13,63,882,834,41,6,1,0,51120,35986,15134
Hillsborough County,NH,050,1,1,33,011,2269188527,41636576,400721,166053,+42.9116429,-071.7231012,400721,392782,362153,8298,961,12954,140,8276,7939,7432,2080,1521,1796,108,1211,106,52,32,205,20,17,33,30,152,69,486,15,5,1,400721,21241,379480,373343,351224,7405,742,12898,99,975,6137,5790,337,5,5,0,306639,302848,281634,5469,701,9364,101,5579,3791,3579,199,7,5,1,306639,13089,293550,290578,275036,4892,562,9321,77,690,2972,2816,150,1,5,0,166053,155466,10587
Merrimack County,NH,050,1,1,33,013,2419349805,57836323,146445,63541,+43.2994849,-071.6801295,146445,144380,139609,1530,391,2325,41,484,2065,1943,436,738,426,27,177,27,17,6,21,14,9,5,8,29,3,111,7,2,2,146445,2339,144106,142306,138048,1452,355,2307,40,104,1800,1703,95,2,0,0,114499,113440,110039,1049,311,1671,33,337,1059,1010,40,6,1,2,114499,1412,113087,112123,109081,1001,284,1658,32,67,964,926,36,2,0,0,63541,57069,6472
Rockingham County,NH,050,1,1,33,015,1799316831,260008473,295223,126709,+42.9893596,-071.0994374,295223,291169,281966,1996,486,4943,100,1678,4054,3800,868,1133,1149,56,407,30,30,3,29,16,7,9,20,33,10,238,12,3,1,295223,6142,289081,285570,278011,1790,418,4910,93,348,3511,3293,204,12,1,1,227785,225785,219132,1469,358,3603,76,1147,2000,1885,107,5,2,1,227785,3897,223888,222133,216611,1328,320,3579,72,223,1755,1658,91,5,0,1,126709,115033,11676
Strafford County,NH,050,1,1,33,017,955640569,38918908,123143,51697,+43.2931773,-071.0359266,123143,120853,115545,1242,275,3191,44,556,2290,2129,671,585,545,28,155,18,17,4,19,7,4,3,32,37,4,149,11,1,0,123143,2201,120942,118908,114210,1144,234,3171,41,108,2034,1903,120,10,1,0,97723,96551,92594,892,206,2418,39,402,1172,1105,63,3,1,0,97723,1450,96273,95221,91699,828,175,2404,36,79,1052,996,52,3,1,0,51697,47100,4597
Sullivan County,NH,050,1,1,33,019,1391635377,38022493,43742,22341,+43.3611883,-072.2220839,43742,43128,42421,185,129,271,5,117,614,581,121,322,86,7,29,5,2,0,2,3,0,1,3,0,0,32,1,0,0,43742,493,43249,42684,42087,175,118,270,4,30,565,535,29,1,0,0,34540,34171,33673,135,102,184,1,76,369,352,16,1,0,0,34540,285,34255,33908,33475,130,97,183,1,22,347,332,14,1,0,0,22341,18126,4215
